topic_id,rank,similarity,universal-id,id,n_words,text
3,2,0.9233,1705534,1175234,117,"Sending my daughter to Children's House Montessori School has been the best decision we could possibly make in her education. There is a very warm and welcoming atmosphere here. They strive to make this establishment surpass a school and become more like an extended family. The teachers have often gone above and beyond what is expected of them to make sure that every child receives the attention and care that he/she requires. A strong sense of self motivation, pride, and self reliance is nurtured in this environment. We feel very fortunate that we have been able to find this school. We highly recommend Children's House Montesorri School to anyone who wants a quality education for their child."
3,3,0.9228,5103369,1338252,116,"My child has gone to this school for 3 years. It is an excellent education! Contrary to popular belief about Montessori, the teachers are very structured in the classroom. She has learned so much at this school, but that is because she loves to learn and enjoys what the world has to offer! Although the staff I have encountered the most is not as friendly and conducive to adults, they treat my child well and she loves them! It is incredible to see what and how the children learn here- and not just academics but socializing and life skills are important here too! I am very impressed with the school and how it treats my child."
3,4,0.9167,5103215,1592949,113,"I have had 2 kids come through the full program at this wonderful school. This is truly a Montessori school that employs and applies all the elements of the Montessori approach. My children were in a calm, encouraging and kind environment, which in turn helped them learn well. They both left there with strong academic skills, art appreciation and great learning behavior. This school backs up to a wooded area and the kids get to go on nature walks, learn about the local wildlife by observing and also to appreciate their environment. I really cannot say enough good things about this school, the teachers there or their approach to kids. Very highly recommended."
3,5,0.9167,3501122,755747,36,Our Montessori is a wonderful school! I highly recommend it. The staff is highly qualified and will go above and beyond for families. My child has learned so much in a short time since he started.
4,1,0.9424,2200778,958780,9,A Great School .All Teacher and staff are wonderful.
4,2,0.9408,602631,4718704,14,"Great school. The teachers are amazing, warm and really have the students best interest."
4,3,0.9406,5100361,2098851,17,Great school..wonderful teachers..very involved parents. Overall this school has been a fantastic place for my 2 children.
4,4,0.9398,1203132,5251241,15,Great school with amazing teachers. School very dedicated to the well being of the children.
4,5,0.9392,2500114,1382503,19,Great school! Wonderful teachers and parents that care about one another and want the best for our children education.
5,1,0.9267,611020,4463692,122,"We have had two children attend this school. The learning environment and the social environment have been exceptional. Our older child was well prepared for middle school and high school and my younger has been thriving in this environment. The school's administration works well with staff and parents to achieve common goals. The PTA is very active and complements the teaching staff's objectives. The academic foundation is strong and the teaching staff is great! Furthermore, there are many positive co-curricular activities such as robotics, musical theater, keyboarding, STEM assemblies, as well as field trips and more! They even have a kindness program, where children are encouraged to be kind to each other and their community. This is an exceptional public elementary school!"
5,2,0.9258,631105,2379046,27,My kids love this school. The staff and principal are all really great and helpful. I love that so many parents are involved in the pta too!
5,3,0.9256,607722,1354318,25,Great PTA involvement! Teachers and the principal are amazing! My daughter love the school. Teaching are very structure and all the kids are well discipline.
5,4,0.9249,602425,2306907,83,"My children have thrived at this school! The teachers truly care about their students, the principal is engaged and knows all the students by name, and the front office staff are very friendly and helpful. The teachers are eager to work with parents on ensuring every child excels in school and is prepared for the next grade. The PTA is very engaging and the parent center very welcoming. We are very happy our children are receiving a quality education in a safe environment!"
5,5,0.9248,3603014,1142456,70,"This is my fourth year in this school, and currently have two children attending. Have found this school to be a great environment both educationally and emotionally for my children. Principal is doing a great job, many parents are involved with the PTA, there is a really strong sense of community. Like another reviewer said, cannot get everything right every time, but my personal experiences have always been extremely positive."
6,1,0.9153,4800505,3446069,36,"Both of my children attended this school and the experience was great. Middle school is a tough time, but the teachers and administrators go out of their way to help kids be successful and feel welcome."
6,2,0.9029,801013,1589039,93,"Great School! Middle School can be a hard transition but things have been great! The Teachers and Staff have been wonderful they truly are invested in helping kids thrive not only in academics but also socially and emotionally. They continuously strive to create a positive and welcoming environment for both parents and students. The community aspect is growing ,but my favorite part of the school is that the teachers, administration and staff are attentive and make the learning day not only productive but they include many fun activities that keep the students engaged."
6,3,0.9013,5300477,4008547,34,"This is a top-notch school. We were worried about middle school, but our son is having a terrific experience and we are so pleased with the teachers and the quality of learning they provide."
6,4,0.8993,604803,1543118,47,"This is a great school full of amazing students and caring, passionate teachers. Middle school is a tough time for kids, but I feel that this school offers a lot of opportunities for them to succeed. Check out this school and get involved when you get here."
6,5,0.8977,1203461,5356540,55,"Great middle school experience for my son. He is excited to go to school everyday, he made friends quickly. The curriculum is great. I especially love the small class sizes and the caring environment. There is no bullying, no fighting, nothing like you see in most middle schools! Such a blessing to have this school!"
7,1,0.9066,601778,1215531,59,I have two children in the Spanish Language program at this school. One is in 2nd and the other is in Kinder. The teachers are awesome. The parents are completely involved and the teachers are undoubtably the creme of the crop. I am looking forward to the rest of our elementary years at this school. I love it here!
7,2,0.9003,603648,4843750,76,This school and it’s staff are an absolute blessing. Our kiddo was in the first year pilot dual immersion Spanish program and flourished beyond our expectations. The amount of Spanish she has retained boggles the mind. The principal at the school is extremely experienced in dual immersion programs and that is very helpful and encouraging for new parents coming in. This is a small school with big heart and a beautiful sense of community. Highly recommend!
7,3,0.8948,3200637,974665,33,This school is amazing. I was worried about the Spanish component but my daughter has thrived in this environment. The teachers care so much about the kids and the kids love their school.
7,4,0.8945,200130,1542365,51,I have had two children in this school for five years. They are both fluent and confident in their Spanish. They are both excelling in the English taught curriculum also. I feel welcomed by the principal and teachers. I am very happy we decided to enroll our children in this school.
7,5,0.8933,4800583,1480734,44,"My child has been attending this school for the past two years as part of the Dual Language program, where the children are taught in both Spanish and English. We have had wonderful teachers and found the school administration to be responsive and helpful."
8,1,0.9111,1213775,4016792,12,Absolutely horrible. This is the worst school I have ever come across.
8,2,0.9057,4804210,3981538,8,This school is horrible. The worst school ever
8,3,0.9037,402551,2743218,39,Horrible! Absolutely the worst school I have ever had to deal with! I have 4 children & moved every 2 years & my children have gone to 9 different schools and I can say this school is the worst!
8,4,0.9022,1901431,3590647,13,Worst school I've seen. Teachers are horrible and kids are out of control.
8,5,0.9011,1202215,5642359,11,Horrible school. Kids are bad and don't respect for the teachers.
9,1,0.8997,606195,1234428,45,"The school has an excellent music program (more specifically, performing arts) and it has been improving every year. Teachers are phenomenal and students are nice (some snobby, but they go off to private schools so they won't be a hassle to your kids for long)."
9,2,0.8942,1703496,1164328,38,My daughter goes to this school and we are very happy. The principal is an excellent role model for the kids. The music program is phenomenal! My daughter is always challenged in her classes and is learning alot!
9,3,0.8921,603054,4949261,37,"All of my three kids have gone to this school. The principal is amazing with so much positive energy for these young teens, and the teachers are equally as passionate to advance our children. Wonderful band program."
9,4,0.8879,3000418,5476603,37,The teachers and staff at this school care a lot about the kids and their education. They have amazing programs for the kids. The music and arts programs are amazing with great teachers and many wonderful opportunities.
9,5,0.8866,606609,2166153,46,"This is a wonderful school as long as the students and parents put in their fair share, the teachers and staff are not there to do all of the work. The music program is wonderful and the music teachers go above and beyond for their students."
10,1,0.9013,2900178,3864043,20,On a scale of 1 to 10 I would rate this school a 10. They are amazing with my kids.
10,2,0.8904,4820875,3572687,18,I rate this school a 10. The teachers are amazing and the school environment is small and personable.
10,3,0.8883,3905398,3015065,17,A 10 out of 10. This school was great when we started and is only getting better.
10,4,0.8844,4200325,3322741,9,So far I would rate this school a 10.
10,5,0.8827,3905717,4112985,18,I would rate it a 9/10. We had a very good experience and my kids love the school.
11,1,0.9028,3500045,1109868,99,"Posted December 4, 2008 Report it This school is far from a 'Great School' on so many levels. The programs are remedial at best and there is no challenge for the children. The teachers seem disinterested and the principal runs it like a baron. There is little structure and certainly nothing that makes it stand out other than the break-ins and graffiti it suffers on a regular basis. I'm trying to get my kid to a charter school where people actual care as much as I do about my child's education. Submitted by a parent Write your own review"
11,2,0.8946,405996,2561411,64,"I have never been so impressed with a charter school! The faculty and admin truly live for these students and I know my child is in a healthy, safe environment when I drop them off. The principal is extremely approachable and listened empathetically when I explained some of my son's specific needs. I wish other parents could have the same positive experience I did."
11,3,0.8919,3909868,1240801,63,My son has gone here for 5 years. The teachers are great and patient. My son has need extra help and I am convinced he would never have gotten it in a public school setting. This school has made me a huge fan of charter schools. My only complaint is that they keep changing the times the school starts and ends every year.
11,4,0.8899,403068,1497610,26,This school has been great for all my children. The faculty and admin are caring and provide a great learning environment. Thank God for charter schools!
11,5,0.8897,4901089,1260970,196,"Coming from a private school to this charter school has been a rewarding experience. My children are making greater strides here than at their previous school. It is exciting to see them loving school again, exceeding their goals and meeting great friends, teachers and administration. The school focuses on the critical aspects of a child's education and does it well; the test results speak for themselves. These results happen in part from an administration that has the best interest of the students, teachers and families in mind. The teachers care about and are devoted to their students. I am impressed with their caliber and talents. Everyone at the school is professional, thoughtful, warm and friendly. I feel blessed to be associated with this school and feel that my children will receive a great education. The uniforms are varied, inexpensive, comfortable and work. The director, school board, teachers and staff work very hard to ensure the school sets meaningful goals and then meets or exceeds them. My children feel safe and have attributed that to the values promoted and expected in the hallways and classrooms. If you have the opportunity to come here I highly recommend it."
12,1,0.9156,1212672,1102457,21,My daughter started Kindergarten this year and she is doing very well.The teachers here are all about the kids.Love this school.
12,2,0.9111,4900480,1519018,59,"My child attended Kindergarten here, and will now be going to first grade as well. The staff here are wonderful, and my little girl absolutely loves them all. She has never had a negative experience, and couldn't wait to go back. Mr. Kay is such a fantastic and very involved principal as well. I am happy with this school."
12,3,0.9044,1301349,1626942,37,"My daughter went to Kindergarten here and she blossomed so much here and the staff is awesome, they really challenge your child to excel more. I will miss this school as the teachers and school is awesome....."
12,4,0.9041,2602176,1155016,51,This is a great school. My daughter just started kindergarten this year and it was a smooth transition. Her teacher is phenomenal! The other staff is excellent as well. They care as much as I do about her education. My wife and I feel blessed that she is in good hands.
12,5,0.9037,604129,1462655,49,We love this school. Our son is in kindergarten and the new kindergarten teacher is great. She really cares about these kids and she pushes and challenges them daily. They are doing so much work and I am confident he will be ready for the first grade next year.
13,1,0.8776,1601297,1594485,165,"I have an older son who attended Overland, and a daughter who currently attends. We've been at the school for about 4 years in total. I LOVE THIS SCHOOL. I am blown away by how quickly my kids learn here. They both started reading at 4 years old, and they learn the foundation for multiplication before they leave kindergarten. The depth and breath of curriculum also includes other broad topics. The teachers are kind and yet have an amazing ability to orchestrate the day for all the kids. When you enter this school and students are doing work time, it is calm and organized and everyone is on-task. Also, since my older son has gone on to public school, starting in 1st grade, I have noticed that he is doing things now that he had already done at Overland. The quality is absolutely outstanding and if I could, I would keep both my kids there through high school graduation (sadly, they only go through Kindergarten.)"
13,2,0.8754,800634,5512614,176,"Both our children go to this school. My daughter is now going into 4th grade and my son will be in 2nd grade. We love this school and have appreciated the changes they have made to really prioritize student learning and development. It has undergone some dramatic changes recently including a ballot measure to increase funding but the new building and new staff have been able to really foster a positive learning environment for all levels of students. We love the diversity, we love their openness and communication, and we love the community that continues to evolve. The school and the community are relatively small and that lends itself to a better level of involvement from all stakeholders. Our daughter is on a ""talented and gifted"" type track and prefers a traditional academic setting so they have given her tons of support. Alternatively, our son prefers more activities outside the classroom and they've been able to integrate active styles of learning for him. Overall, especially through the pandemic, the school and the district have been incredible."
13,3,0.8676,610322,1203215,217,"My son has attended Phoenix for K-1st grade. We have been so happy with his teachers and the quality of education he has received. There have only been 15 kids in each class and the teachers are able to focus on the individual needs of each kid. My son has learned so much this year and is reading consistently at a 2nd grade reading level, even reading early 3rd grade level books. The school itself is small and has a very safe learning environment. My son is shy and can excel here whereas he would be left behind at our large public school. I have volunteered in his classes and see the wonderful interactions the teachers have with the kids and how their artwork tie into the unit they are focusing on. Some people have stated negative things about the principal, but I have only had positive interactions with Mrs. MacDonald. I feel that she has moved the school forward in a positive manner and has brought an excellent curriculum to the school. She is very professional and is quick to respond to my emails and in person questions. We have only had positive experiences at this school and I plan to continue to send my son here as well as my daughter when she starts kindergarten."
13,4,0.8675,602098,1567184,152,"Our daughter started Kindergarten in the fall of 2014. We were nervous about sending her to an LAUSD school, but felt it was important to support the public school system and give our neighborhood school a chance. We couldn't be happier. Our daughter loves going to school every day. Not only is she learning math, reading and writing, but with the use of Council, she is being taught how to communicate in an open and effective way. The new principal has done wonders for the school. He's brought in phenomenal teachers and workshops for them. He's an amazing leader, he puts the important things first and he cares about the education that the kids in his school are getting. The school is constantly growing and changing for the better under his leadership. We have loved getting involved and it's been exciting to be a part of growing and improving our neighborhood school."
13,5,0.8654,5103012,1500858,158,"My kid is attending Island Creek, and I couldn't be any happier. The teacher in his class is very nice and caring. I get e-mails about his progress, and weakness, as well as how to work with him. I am very much impressed by the way the teacher cared, and took time to communicate with me. I am also impressed by how much the PTA is invloved. It is great to see a community that cares about not only their own kids, but the school in general. We have friends/neighbors who are sending their kid to a private school, and when we were comparing notes about our kids activities, as well as their ability to read,our friends were very much impressed by our school. They have decided to enroll their daughter to the school next year. Overall we are impressed. For kindergarten, our son's reading ability is comparable to 2nd grade. Math is at par with 1st grade."
14,1,0.9035,2609055,1431006,34,PLEASE UNDERSTAND THAT ANYONE CAN POST A REVIEW AND STATE THEY ARE A PARENT. THIS SCHOOL IS DISGUSTINGLY INADEQUATE. DO NOT BELIEVE ANY OF THE POSITIVE REVIEWS. THEY ARE LIKELY POSTED BY SCHOOL EMPLOYEES.
14,2,0.9001,1300460,1526902,34,These reviews are crafted. This school is just as terrible now as it was 6 years ago. Do not move into this school district. Demand better for your children. The principal is a joke.
14,3,0.8936,5102687,1324116,37,"I just have to laugh at the ""positive"" current reviews for this school. Either those parents haven't had any interaction or needed any help from the principal or it is the principal himself leaving the positive reviews."
14,4,0.8925,4810201,1422678,104,I have had 5 of my 7 children come through this school. My youngest is in 3rd now. I have no idea where these other reviews came from. The teachers have been great for all o my kids. The principal listened to us in the 2 meetings we've had with her. She is professional and has common sense. The teachers communicate through email and phone calls if there is ever an issue. It seems that some of the other parents that rated this school had a chip ion their shoulder about something. Come visit for yourself and talk with these teachers and administrators yourself.
14,5,0.892,3605433,1492741,33,"The few positive reviews are done my the administration of this school. If you like throwing your money away and ensure your kids are behind in education, this is the place to be."
15,1,0.9043,3702843,1740744,28,"Teachers are amazing, facility is beautiful. Terrible leadership. The principal is not personable, not kid friendly, all business. Apparently she's been there forever -clearly time for a change."
15,2,0.8943,100149,1270711,36,I agree with the parents describing the Principal as terrible. She and the School are both hopelessly inadequate. They are a diservice to the children and the community. Leadership is everything and this school has none!
15,3,0.8922,3602315,4309218,48,"This school is the worse, an what makes it bad, is the principal. Her leadership is questionable and it trickles down to the performance of the school. She needs to be replaced with someone more experienced and relatable to issues, children's performance and future, and more emotionally balanced."
15,4,0.8919,2200489,1328237,57,"This school has very poor leadership. The principal isn't an expert on curriculum nor is she the head of discipline. Instead, she runs the school like a landlord handling the business side of things and bullies teachers into doing what she wants. Parents are not invited to many events, and she unprofessionally gossips about parents and staff."
15,5,0.8918,1206374,4156646,55,"The school, especially the teachers, are amazing. Most of the administration is GREAT! However, in our experience, the principal that came on in 2017 and is still there is just creating a negative atmosphere. She seems to have no time for parents or concerns and has been condescending in every interaction we've had with her."
16,1,0.8913,1700438,1584302,35,This school is average school with above average resources. Some of the teachers show racial favoritism. If parents and kids voice opinion they will be met with consequences. Our kid who is bright became unhappy.
16,2,0.882,1800300,3674497,60,My experience at this school had its high moments but also very low moments where my child experienced racism and it was just blown over by the so called principal and office staff. If you are black please keep your children out of this school. Save yourself the trouble and enroll them in a school where they will treated equally.
16,3,0.873,3703377,1291037,41,"This is the first year my daughter attended this school. They have a high turnover in teachers. However, they provide tutoring for students with school work. The school has no control over racism and would be very uncomfortable for any minority."
16,4,0.8729,5101006,403859,116,"I am horrified to read the review which labeled this school and teachers as racists! I am parent of one non-white kid studying there for four year now. My child has done extremely well both academically and socially. Apart from an unruly kid case in 1st grade, there have been 0 instances of bullying or mistreatment. There is a great bit of parent volunteering and involvement. However, it's all free labor and to the benefit of all children. Their children might be benefiting a bit in terms of social comfort level in school, however, I do not believe that they get free ride academically. Both my child and I absolutely love this school and the teachers."
16,5,0.8715,403049,1113645,45,This school is horrible. racism is openly expressed and teachers and the principal do nothing.They even knew a teacher was acting inappropriate with the male students for an entire year before they removed the teacher. I removed both of my children after only one year!
17,1,0.9558,901789,1336116,30,"I love this school. The teachers are amazing! My son loves going to school. His education is well rounded and he is becoming a responsible, conscientious and caring young person."
17,2,0.9539,5500987,2546306,14,I love this school. They teachers are wonderful and my child is very happy!!!
17,3,0.9529,1000140,1541064,16,Love this school. Both my kids go to it and the teachers and staff are wonderful.
17,4,0.9525,624154,1049353,19,"I love this school. The teachers are so friendly, nice and caring. My child loves going to this school"
17,5,0.9513,3800479,1572708,21,"My children attend this school and we love it. The teachers are amazing, nice and accomidating. We are very happy here."
18,1,0.8939,1701530,1498310,73,This school doesn't support children with special needs. I have two children who has special needs. Its not evident of their disability visually. We have been bullied and disrespected at for 10 years by principal and assistant principle. Please if you have special needs kids don't leave them in the hands of Roosevelt. They don't care for parent involvement only only when they want you around. This school is nice nasty. Zero rating.
18,2,0.8857,2200263,5321829,25,This school does not work well with special needs children. Their only goal is to maintain high scores. Those who are differnet are kicked out.
18,3,0.88,3904281,3854536,86,Two of my children have now attended this school. One with a disability and without. It’s craxy to see the difference in treatment. The special Ed teachers are amazing! The treated my son wonderfully. However my other son was bullied by his peers constantly as a result of the treatment he receive from One of his teachers. Communication was virtually impossible and we were lied to constantly to try and keep us happy. I do not recommend sending your child here if you can avoid it.
18,4,0.8784,4501466,1229092,32,"This school is not equipped to handle kids that have special needs. They failed my son. I had to quit my job and homeschool him to keep him successful, happy and learning."
18,5,0.8779,4820470,1472795,61,This school used to be great. It is not anymore. New leadership team lack certification training and knowledge. The discipline has gone. They do not know regulations and laws for special education. If your child has a disability do not send them here. They do not educate every child as the proclaim. They drive the ones they don't want anymore away.
19,1,0.8986,2100533,1302545,33,"This school is wonderful. The teachers are highly trained and care about the whole child, not just test scores. My child's reading ability and number sense have sky rocketed since entering this school."
19,2,0.8937,3605614,2590644,34,My daughter has had a wonderful experience at this school. The teachers are dedicated to each and every child. The test scores far surpass other local schools. It Is a home away from home
19,3,0.8931,1801177,1344618,29,This school has a great staff that continually goes above and beyond what is expected. They try to educate and support the whole child not just a test score.
19,4,0.8763,1900993,3133985,32,This school has changed in the last 5 years. Their test scores are on the rise. They educate the WHOLE child. Other schools come to visit to see how they do things.
19,5,0.8761,4101096,1135786,41,"This school is filled with great teachers who are passionate about giving their kids every possible opportunity to learn. We have some weak spots in their test scores, but we're working hard to support those areas and help every child succeed."
20,1,0.9009,608155,1201034,194,"It is disheartening to read some of the reviews and irresponsible for parents who are bitter for their own personal reasons to write nasty commentary anonymously. The post on 2/10/12 insults the ""Catholic School System"". This school follows the values of Christian leadership. The children pray and learn about the Catholic Faith together. The pastor teaches the children in an inviting way at mass so the children are engaged. I cannot figure out why certain parents who are not Catholic enroll their child in school and then become angry when the school will not change Canon law. Another review cuts down the teachers and mentions how wonderful the principal is at the school next door. How it that recognized after only a 15 minute interview at the other school? The teachers at IHM are excellent and they honestly care about the children while making learning a great experience. The Resource Teacher is amazing and the children look forward to her lessons because of her kind manner and teaching ability. The other teachers/faculty probably average about 15 years there. Lastly, the principal is thoughtful and positive. The school's curriculum and discipline are first and foremost."
20,2,0.8922,608397,1122939,176,"My kids have been there for four years, the teaching in the school is O.K., not necessarily the best, major improvements still needed. I must give credit to Mr. Harris, the principal for implementing some changes but more has to be done. He faces opposition from parents that don't agree with his ideas and others who help the school financially. Needless to say the school needs the support of the financially wealthy that send their kids there. Unfortunately, most kids (not all) in the school are very snobbish; they tend to be mean to others that don t hold up to their social economic status. Their attitudes are reflective of their parents . Just like you have the the girls cliques at school you also have the parent cliques . On non-uniform days it s a show-off of brand name attire. It s sad to see that the catholic education one is paying for is implemented mostly in class and mass, other than that, those principals are only carried on by a few not the majority."
20,3,0.8922,1203255,1212703,118,"They offer a good curriculum and some might say the tuition is high, but catholic school tuition it is probably the lowest of any private school in the area. I think they are trying to weed out some of the unfavorable teachers but I question how some can still remain. I think they should look into the bullying in this school more as it seems to be higher than it should. It seems like some grades get along really well and others have alot of drama and many issues. New leadership in the last few years is making attempts to improve. Their religious education is great. For us we felt it better to send my child somewhere else."
20,4,0.8907,3604914,2438763,150,"This is a horrible school. In the past few years things have changed dramatically --for the worst! especially in the middle school ( grades 5-8). The children are constantly being threatened with demerits and detention. The teachers do not seem to care about the students and quite often speak to them with unkind words which in unacceptable for a Catholic school. Also, the ""favoritism"" that the teachers and faculty show certain students is unbelievable. These same favorite students are usually hand picked by the teachers to read in class, participate in Mass and have their photos posted on the school website! Many families have stopped attending school functions and fundraisers due to their lack of enthusiasm about the school. Theses past few years there has also been a mass exit of this school due to it being the principal's way or no way. Run!!! don't walk away from this school"
20,5,0.8902,607840,1167407,157,"We tried this school thinking that a private Catholic school would be good for our child. When most people think of Catholic school they expect a focus on education, spirituality, modesty and good behavior. What we found out was something entirely different. The kids seem to have a lot of fun with all the extracurricular activities and parties but there is very little focus on the basics like math, reading, science and more focus on art. Academic curriculum is not challenging and shows in low ITBS scores. Their idea of teaching good behavior is holding kids back a grade so they are more mature or in some cases belittling the children who misbehave. Staff is unfriendly and snobby unless you happen to be one of the richer parents. The teachers also play favorites to the students of parents who contribute more. Their acceptance practices seem inconsistent often breaking up siblings or putting children in the wrong grade."
21,1,0.9224,2001209,1176436,31,The teachers at this school are great and really care for the students. The principal also provides great leadership and takes the time to get to know each of the students.
21,2,0.9195,5301237,2824684,13,The principal is amazing who cares for each student. Teachers are also great!
21,3,0.9163,2600068,3662650,23,I love the principal and all the teachers my children have had. The teachers are very helpful when it comes to the children.
21,4,0.9143,405612,2222467,26,Great teachers great one on one with the kids. Principal is very easy to deal with and the children all feel very welcomed at this school.
21,5,0.9138,3200683,2425656,25,"The principal, teachers and staff are great! They are caring, supportive and focused on academics. This school has been a good fit for our daughter."
22,1,0.9219,609312,1055333,105,"CCS is a great school! Staff is encouraging and willing to see my child for the INDIVIDUAL that she is. I appreciate that they are open to parent input and react quickly. Teacher quality has greatly improved in the last few years with many teachers holding their credentials and some even having a Master's degree. This school is very involved in embracing Christian values such as God, country, and family. The school is positive and embracing without being ""preachy"". I love this school and encourage the administration to keep up the positive changes and hope that the great new teachers make CCS their permanent home."
22,2,0.911,900196,2331546,52,"CCS is a great school! We have had nothing but positive experiences since our child started there in Kindergarten. The teachers are phenomenal, class sizes are small, and instruction is personalized to our child's developmental and academic level. I cannot say enough good about our experience so far. Let's hope it continues!"
22,3,0.909,609303,1548096,58,"Our son has been at CCS going on 2 years and my wife and I feel that the school is a huge blessing. Our son is learning the essentials, as well as good morals on a Christian level, which is a big bonus for us. The teachers are very involved and the culture at the school is amazing!"
22,4,0.909,1302158,1147137,38,"Our children have been attending CCS for 6 years and we couldn't be happier with their progression as students and individuals. Our children are getting a wonderful education in a loving, Christian environment. I highly recommend this school."
22,5,0.9088,5102433,1539477,72,"CCS is a wonderful school. Our kids are in elementary right now but have been at CCS since they were three yrs old. We love all the caring teachers that give 100% to each child. Not only do they get a great education, they also get to learn about Jesus. My kids also love the extended day program lead by Mrs. Adams. There is no other place I'd rather have my kids."
23,1,0.8782,5502675,1408008,99,"This school is terrible. They put more emphasis on uniform policies than the dress code. They let my child sit all day in the office and miss class because he didn't have a belt on. They did this big movement to promote the fact that ""We teach a grade above grade level."" But they transitioned after not teaching the kids anything for years and a lot of the kids failed. I'm an extremely frustrated parent. The teachers have NO PASSION and creativity for teaching. They need to revamp their whole system. Very unhappy, I removed both of my kids."
23,2,0.8692,4804826,1142400,59,i feel that this school is to petty on there dress codes and needs to focus more on academics..since they seem to want to be so strict on wat the kids r wearing y not go to school uniforms like most schools are doing..to much focus on wat the kids are wearing than wat and how they are learning!
23,3,0.8674,4702484,1495605,100,"My child has attended this school since 2nd grade. The elementary school is great with a outstanding principal, the middle school is so unorganized with little or no communication with parents. Some of the teachers are so unprofessional and have issues with each other over things outside of the classroom. Teacher should have a dress code (uniform) just like the students because I have seen some dress very inappropriate for there profession. The new principal can not control the students and is very unconcerned with what is going on.I'm glad this will be my childs last year at this school."
