topic_id,rank,similarity,universal-id,id,n_words,text
1,1,0.9027,4700998,2471532,12,the teachers and staff are amazing and truly care for each student
1,2,0.8964,4802890,3938161,24,The teachers and staff are excellent and really care about the students. They create fun and engaging learning environments and connect with the families.
1,3,0.8938,3400222,960487,6,The teachers and staff are great.
1,4,0.8923,800615,820569,11,Teachers and Staff are great and really care about the kids.
1,5,0.8914,3902293,1007489,10,the teachers and staff are great with students and parents
1,6,0.8898,1205202,5131589,7,The teachers and the staff are great.
1,7,0.8897,1703469,3906324,16,amazing teachers are staff! Everyone is friendly and the children are engaged and cared for tremendously
1,8,0.8888,1306665,2913160,15,Teachers and staff are exceptional. Very loving and caring. It is a great learning atmosphere.
1,9,0.888,5100792,5553099,17,The teachers and staff are wonderful and work well with students and parents to help them succeed.
1,10,0.8869,2800731,1700952,23,Great staff and an awesome environment for learning. The teachers seem to really love their job and are excited to teach the children.
2,1,0.9086,4808041,4054641,107,"This school has been amazing! We've been at the school for 13+ years and have seen and experienced God's blessings on the school time and time again. The stability in leadership and continued focus on attracting the very best teachers and administrators have been important factors in keeping us here. Our kids have excelled and our oldest (whose left the nest already) seems more equipped to handle the next stage of life both academically and spiritually.The school is not perfect because it's run by human beings but that being said, my wife and I could not have asked for a better Christian educational experience for our children."
2,2,0.9025,5503369,1042325,44,This is an amazing Christian school. The teachers are committed and the students are in an atmosphere that encourages positive Christ-centered atttudes. It was an excellent environment for our son while he attended the school. It now is attending college and is doing great.
2,3,0.9016,1205174,1628147,31,Amazing school! The staff is friendly and kind and you can definitely see the Christian values instilled in the staff. Your child will not get an education like this anywhere else!
2,4,0.8967,4901098,1522978,90,"Children's Christian School has been an amazing school for our family. Our daughter was traumatized by the public school system and Children's Christian School took her in, made all the accommodations we requested, worked with her until she was able to get to grade level. I have never seen such dedication from the Director to the teachers in the school. The Parents involvement in the school is wonderful from doing lunch warm-ups to helping in the classrooms. The entire school revolves around the student's academic, social, emotional and spiritual needs."
2,5,0.8959,1203691,922383,62,This is a wondeful shool! My child has attended several other Christian schools and this one by far is the best! The academic standards are very high and the teachers care so much about EVERY student. There is absolutely NO favortism in this school. The students are great and hardworking. The entire school is very Christ focused without all of the 'religion'!
2,6,0.8956,608605,1039428,130,"I love this school. The academic level is high and there's so much personal attention. We moved from a different state where my daughter was in the top public school in the county. When her former teachers heard what was being taught here, they were stunned. The curriculum is outstanding! But it is not just about academics here. Kids are well-rounded, from sports to arts to language. The family atmosphere is also encouraged: from older kids being chapel buddies for the younger, to having lunch together as a school family, kids are friends across the grades. And when there are discipline concerns, the teachers and principal address it in a Christian manner, lovingly and thoughtfully. Throughout everything, the love of Christ is shown. I wouldn't want my children anywhere else."
2,7,0.8937,5302336,1537440,113,"I have nothing but positive things to say about our school. I love that the focus of their education is to encourage the growth of my children's character and help them discover and follow the purpose God has for them, even at a young age. Their teachers have been kind and loving, supporting them both in class and in outside activities. The leadership of the school knows my children by name and makes a concerted effort to know and understand them. They encourage my children to love one another, seek God, give back to their community and pursue education with enthusiasm. I would HIGHLY recommend this school to anyone seeking a Christian education."
2,8,0.8928,2801069,1352673,37,"We have enjoyed being at this school. The teachers care about the students, and the smaller class sizes have been a blessing. You can't beat having your children attend a Christian school with Christian faculty and staff."
2,9,0.8926,3605045,993995,35,"This school has a great family-like environment. The teachers spent lots of individual time with the students and genuinely care about each child. The Christian setting and values really show in this wonderful, small school."
2,10,0.8897,2903175,1405044,69,"Wonderful Christian school! Amazing teachers that authentically care for students academically and spiritually. Principal / superintendent has a heart and passion for Christian education and for the kids that is seen and felt. Feels like a ""family"" of believers and very welcoming. We have 3 children attending that have connected with their friends and love the school. We couldn't be happier! What a way to invest in your child."
3,1,0.926,5103396,2491219,34,We are very pleased with Early Years Montessori School. My both children attended this school and they both have blossomed. Director and the teachers are very caring.I love this school and recommend it highly.
3,2,0.9233,1705534,1175234,117,"Sending my daughter to Children's House Montessori School has been the best decision we could possibly make in her education. There is a very warm and welcoming atmosphere here. They strive to make this establishment surpass a school and become more like an extended family. The teachers have often gone above and beyond what is expected of them to make sure that every child receives the attention and care that he/she requires. A strong sense of self motivation, pride, and self reliance is nurtured in this environment. We feel very fortunate that we have been able to find this school. We highly recommend Children's House Montesorri School to anyone who wants a quality education for their child."
3,3,0.9228,5103369,1338252,116,"My child has gone to this school for 3 years. It is an excellent education! Contrary to popular belief about Montessori, the teachers are very structured in the classroom. She has learned so much at this school, but that is because she loves to learn and enjoys what the world has to offer! Although the staff I have encountered the most is not as friendly and conducive to adults, they treat my child well and she loves them! It is incredible to see what and how the children learn here- and not just academics but socializing and life skills are important here too! I am very impressed with the school and how it treats my child."
3,4,0.9167,5103215,1592949,113,"I have had 2 kids come through the full program at this wonderful school. This is truly a Montessori school that employs and applies all the elements of the Montessori approach. My children were in a calm, encouraging and kind environment, which in turn helped them learn well. They both left there with strong academic skills, art appreciation and great learning behavior. This school backs up to a wooded area and the kids get to go on nature walks, learn about the local wildlife by observing and also to appreciate their environment. I really cannot say enough good things about this school, the teachers there or their approach to kids. Very highly recommended."
3,5,0.9167,3501122,755747,36,Our Montessori is a wonderful school! I highly recommend it. The staff is highly qualified and will go above and beyond for families. My child has learned so much in a short time since he started.
3,6,0.9167,1100838,1589067,48,"This is a hidden gem of a school that simply gets better with each year. Between their pure approach to Montessori, their caring and intelligent guides, staff and families and the addition of language, music and other enrichment programs, I, and more importantly, my child love being here."
3,7,0.9156,1203585,1470093,106,"My two children both attended this school from preschool to their elementary years. I loved the calm, peaceful, and beautiful environment for them as young children. They were allowed to progress at their own pace, utilizing their strengths or taking extra time when they needed to. The teachers showed a deep care and understanding of my children, who were always happy to go to school. Their was a strong community feel between the families and teachers. A Montessori education is not a fit for everyone, and of course, no one school can serve every child's individual needs. However, I am extremely happy with my children's experience."
3,8,0.9151,5303877,3385801,21,Our experience with Children’s Montessori has been excellent. Our child is thriving there as are the other children in the school.
3,9,0.9149,402891,1279309,140,"We have now had a child go from kindergarten to fifth and a second child from kindergarten and first. We absolutely love Montessori Academy. The teachers have been superb, the offerings are incredible and the gifted services are integrated into the classroom. Our experience with theprincipal has been absolutely amazing. We find the school to be responsive, interested in our children, dedicated to learning, feel the teachers are very hard working and feel each teacher is spectacular. The teachers become even more impressive when you volunteer in the class. We did not have great schools where we used to live and had to move for education. We have been incredibly satisfied and would recommend the school to anyone. From our perspective this is the perfect blend of traditional, progressive, flexible and academically challenging programs out there. Submitted by a parent"
3,10,0.9139,613325,2004581,109,Our daughter goes to Montessori American School and we are so happy with the experience she is having there. All the staff and teachers are so attentive to the needs of the students and helped my daughter settle in at her own pace and in her own way. She absolutely loves school and I have seen such positive changes in her independence and confidence since she started. You can tell the staff are so passionate and really care for the kids and allow them to learn and grow at their own pace. Between the nurturing environment and the high quality curriculum we could not be happier with our choice!
4,1,0.9424,2200778,958780,9,A Great School .All Teacher and staff are wonderful.
4,2,0.9408,602631,4718704,14,"Great school. The teachers are amazing, warm and really have the students best interest."
4,3,0.9406,5100361,2098851,17,Great school..wonderful teachers..very involved parents. Overall this school has been a fantastic place for my 2 children.
4,4,0.9398,1203132,5251241,15,Great school with amazing teachers. School very dedicated to the well being of the children.
4,5,0.9392,2500114,1382503,19,Great school! Wonderful teachers and parents that care about one another and want the best for our children education.
4,6,0.937,4205169,1482316,20,"Excellent school, my kid loves the school. Excellent regular and gifted programs too. Teachers are very supportive of their students."
4,7,0.9364,3401733,1450750,18,"Great school. Teachers are wonderful, students are respectful of each other and my daughter is very happy there."
4,8,0.9362,1702797,866765,11,Great school. Teachers get very involved with students and really care.
4,9,0.9347,5100567,2428180,13,Great school with great teachers.My kids are happy and really love their school.
4,10,0.934,1702160,1353476,18,Great school .. Wonderful teachers and a staff that cares about the children. Would recommend to every one
5,1,0.9267,611020,4463692,122,"We have had two children attend this school. The learning environment and the social environment have been exceptional. Our older child was well prepared for middle school and high school and my younger has been thriving in this environment. The school's administration works well with staff and parents to achieve common goals. The PTA is very active and complements the teaching staff's objectives. The academic foundation is strong and the teaching staff is great! Furthermore, there are many positive co-curricular activities such as robotics, musical theater, keyboarding, STEM assemblies, as well as field trips and more! They even have a kindness program, where children are encouraged to be kind to each other and their community. This is an exceptional public elementary school!"
5,2,0.9258,631105,2379046,27,My kids love this school. The staff and principal are all really great and helpful. I love that so many parents are involved in the pta too!
5,3,0.9256,607722,1354318,25,Great PTA involvement! Teachers and the principal are amazing! My daughter love the school. Teaching are very structure and all the kids are well discipline.
5,4,0.9249,602425,2306907,83,"My children have thrived at this school! The teachers truly care about their students, the principal is engaged and knows all the students by name, and the front office staff are very friendly and helpful. The teachers are eager to work with parents on ensuring every child excels in school and is prepared for the next grade. The PTA is very engaging and the parent center very welcoming. We are very happy our children are receiving a quality education in a safe environment!"
5,5,0.9248,3603014,1142456,70,"This is my fourth year in this school, and currently have two children attending. Have found this school to be a great environment both educationally and emotionally for my children. Principal is doing a great job, many parents are involved with the PTA, there is a really strong sense of community. Like another reviewer said, cannot get everything right every time, but my personal experiences have always been extremely positive."
5,6,0.9246,604405,2311569,75,"I have 2 children at this school. This school has a low turn over of staff and in fact, many of the staff and teachers have been there for years. Makes great for a first name basis and feeling comfortable at your school. There are many, many parents that are involved in helping the teachers out in the classrooms and the PTA is very strong. It's a great school with strong parent involvement all around."
5,7,0.924,606969,4391506,79,"Between the students, principal, staff, and parents, I feel like this is a very strong school community. The PTA is very active in providing volunteers, enrichment, and fundraising to support programs at the school. There is very low teacher turnover at the school, which is a good sign of a positive work environment with dedicated teachers. I am very happy with my son's experience at the school, and look forward to sending my daughter here when she is older."
5,8,0.9236,606161,1432110,85,This is an amazing school! My daughter has attended for the last 3 years and has flourished under her caring teachers guidance. When it was time for our son to start kindergarten we were overjoyed to learn that he would have the same teacher our daughter did. The PTA is a cut above as they have provided extra curricular activities that have inspired both our children. We are eternally grateful to both the teachers and the parent volunteers that have given our kids so much.
5,9,0.9232,602057,740976,40,We love this school! The new principal has made a world of difference. My son has had excellent teachers and he loves his school. The PTA is very involved too - a very motivated group of parents who really care.
5,10,0.9214,2401170,1525393,61,This school is great! My little one loves his teacher. The school administration and the teachers provide a warming and welcoming environment to teach the children. The facilities are always clean and the overall school facilities are in great shape. The PTA is very organized and the community participates activelly!! We plan to spend the next four years in the school.
6,1,0.9153,4800505,3446069,36,"Both of my children attended this school and the experience was great. Middle school is a tough time, but the teachers and administrators go out of their way to help kids be successful and feel welcome."
6,2,0.9029,801013,1589039,93,"Great School! Middle School can be a hard transition but things have been great! The Teachers and Staff have been wonderful they truly are invested in helping kids thrive not only in academics but also socially and emotionally. They continuously strive to create a positive and welcoming environment for both parents and students. The community aspect is growing ,but my favorite part of the school is that the teachers, administration and staff are attentive and make the learning day not only productive but they include many fun activities that keep the students engaged."
6,3,0.9013,5300477,4008547,34,"This is a top-notch school. We were worried about middle school, but our son is having a terrific experience and we are so pleased with the teachers and the quality of learning they provide."
6,4,0.8993,604803,1543118,47,"This is a great school full of amazing students and caring, passionate teachers. Middle school is a tough time for kids, but I feel that this school offers a lot of opportunities for them to succeed. Check out this school and get involved when you get here."
6,5,0.8977,1203461,5356540,55,"Great middle school experience for my son. He is excited to go to school everyday, he made friends quickly. The curriculum is great. I especially love the small class sizes and the caring environment. There is no bullying, no fighting, nothing like you see in most middle schools! Such a blessing to have this school!"
6,6,0.8975,5501498,1447198,59,I couldn't be more please with my daughter's Middle school. This is a great learning environment with approachable leadership and teachers that care about students. Middle school is a tough time for kids but my kid loves her school. It seems like the staff have fun at their jobs and I think that's why the students like this school.
6,7,0.8973,4100960,2298106,33,"This is an over all amazing school. Our son has been excited by middle school and loves the teachers, students and classes. everyone is nice and positive it's unlike any other middle school!"
6,8,0.8972,802545,1500564,125,"This is a great school. My child enrolled in the 2010-2011 school year and I could not be happier with his experieince. Teachers are caring and professional. The office staff is kind and thoughtful. The administation is all about doing the right thing for kids. The parents and community own this school like its their own. We were a bit scared of middle school when our child reached that age. To our delight, the middle school team has been great in helping the kids through a tough part of life. The let the middle school kids be themselves while still holding them to a high set of moral and academic standards. The elementary team is fantastic. Each teacher is avaialble and engaged in their work."
6,9,0.8968,5302353,1763166,33,The school is academically challenging and the teachers are well trained and thoughtful about what they teach. The school community is supportive. We have been very pleased with both middle and high school.
6,10,0.8937,800535,2415445,49,"Middle school is a hard time for our kids, my daughter has had fun classes, club opportunities, and felt that this was a good school. That is huge coming from her! I have had good experiences every time I needed to go in and I really like the staff."
7,1,0.9066,601778,1215531,59,I have two children in the Spanish Language program at this school. One is in 2nd and the other is in Kinder. The teachers are awesome. The parents are completely involved and the teachers are undoubtably the creme of the crop. I am looking forward to the rest of our elementary years at this school. I love it here!
7,2,0.9003,603648,4843750,76,This school and it’s staff are an absolute blessing. Our kiddo was in the first year pilot dual immersion Spanish program and flourished beyond our expectations. The amount of Spanish she has retained boggles the mind. The principal at the school is extremely experienced in dual immersion programs and that is very helpful and encouraging for new parents coming in. This is a small school with big heart and a beautiful sense of community. Highly recommend!
7,3,0.8948,3200637,974665,33,This school is amazing. I was worried about the Spanish component but my daughter has thrived in this environment. The teachers care so much about the kids and the kids love their school.
7,4,0.8945,200130,1542365,51,I have had two children in this school for five years. They are both fluent and confident in their Spanish. They are both excelling in the English taught curriculum also. I feel welcomed by the principal and teachers. I am very happy we decided to enroll our children in this school.
7,5,0.8933,4800583,1480734,44,"My child has been attending this school for the past two years as part of the Dual Language program, where the children are taught in both Spanish and English. We have had wonderful teachers and found the school administration to be responsive and helpful."
7,6,0.8927,600864,1272954,37,"My daughter has attended this school since she was in pre-school, now as a second grader her Spanish is phenomenal! I am so happy with the program. The staff from the principal to the custodians are fantastic."
7,7,0.8916,1200724,1019348,31,This school has been awesome for both my kids. The teachers are almost all local and live in the Springs. It's a bilingual school so all kids get half-day in Spanish.
7,8,0.8888,5100115,1353866,38,"This school is great! My child has excelled there so far and is learning a second language. The Immersion of the Spanish language has been very positive for my child, and they have maintained a fun, interesting environment."
7,9,0.8883,603988,3221574,75,I am VERY pleased that my child is quickly gaining fluency in Spanish. We do a lot out of school to compensate for the lack of a rigorous arts and sciences program. BUT -- this is a cool school. Their little brains are bursting at the seems with the dual language acquisition. Teachers from around Orange County send their kids to this school because its language program is so well respected. That speaks for itself.
7,10,0.8871,1301966,1769357,57,"My child is learning Spanish at a young age-I love that! The campus is beautiful and conducive to learning especially with the outdoor activities. The teachers are great!Overall, I am pleased with this school. However, as has been mentioned in other reviews, the administration staff could use improvement. There is a huge lack of communication to parents."
8,1,0.9111,1213775,4016792,12,Absolutely horrible. This is the worst school I have ever come across.
8,2,0.9057,4804210,3981538,8,This school is horrible. The worst school ever
8,3,0.9037,402551,2743218,39,Horrible! Absolutely the worst school I have ever had to deal with! I have 4 children & moved every 2 years & my children have gone to 9 different schools and I can say this school is the worst!
8,4,0.9022,1901431,3590647,13,Worst school I've seen. Teachers are horrible and kids are out of control.
8,5,0.9011,1202215,5642359,11,Horrible school. Kids are bad and don't respect for the teachers.
8,6,0.9,400362,3308744,15,Horrible! The worst school in my opinion. They care nothing about the students and/or parents.
8,7,0.8997,1702724,1227188,39,Worst school ever! Terrible! Never sending any of my kids there again! Everything was just terrible from the teachers to the principal. My kid almost failed and no one bother to tell me! I am disgusted at this school!
8,8,0.8986,4501410,5570942,9,This school is terrible it is the worst school
8,9,0.8984,2903048,5117471,17,This has to be the worst school my kids have attended. Everything about this school is horrible.
8,10,0.8977,3200862,3147242,24,Terrible. Worst school I have ever encountered in my entire life. My children are removed from this school because of bullying by STAFF members!!
9,1,0.8997,606195,1234428,45,"The school has an excellent music program (more specifically, performing arts) and it has been improving every year. Teachers are phenomenal and students are nice (some snobby, but they go off to private schools so they won't be a hassle to your kids for long)."
9,2,0.8942,1703496,1164328,38,My daughter goes to this school and we are very happy. The principal is an excellent role model for the kids. The music program is phenomenal! My daughter is always challenged in her classes and is learning alot!
9,3,0.8921,603054,4949261,37,"All of my three kids have gone to this school. The principal is amazing with so much positive energy for these young teens, and the teachers are equally as passionate to advance our children. Wonderful band program."
9,4,0.8879,3000418,5476603,37,The teachers and staff at this school care a lot about the kids and their education. They have amazing programs for the kids. The music and arts programs are amazing with great teachers and many wonderful opportunities.
9,5,0.8866,606609,2166153,46,"This is a wonderful school as long as the students and parents put in their fair share, the teachers and staff are not there to do all of the work. The music program is wonderful and the music teachers go above and beyond for their students."
9,6,0.8824,4200669,2067876,30,This is a great school with dedicated teachers and have an excellent music program. I am so pleased with the teachers and the staff. Kudos to the School Music Program
9,7,0.8819,2100142,3683922,63,"This is a phenomenal school with fantastic teachers. It has great community involvement and much to offer students. Anyone saying they don't value arts, clearly hasn't been to a band competition, school play, or a recital. The arts are strong and continue to improve. The school is also strong with athletics and extra-curricular activities. A student can easily get involved in this school."
9,8,0.8815,5302140,1068182,57,"This is a great school with involved staff! It has a ver approachable atmosphere and lots of opportuninty for student growth, It's challenging for my kids, in a good way. IThey are getting a good education and I feel like the teachers really care.They have a great music department and take pride in their sports teams! A+"
9,9,0.8815,625040,1299324,47,"This school has wonderful programs in art, music, and technology. The music teacher is the real gem of the school. I agree with the previous posters that the principal is the weakest link in an otherwise great program. In addition, the school lacks a sense of community."
9,10,0.8812,2000959,1594684,74,"This school is AMAZING for so many reasons! The Principal is outstanding, every teacher leads with compassion and patience, the counselor exemplifies kindness to the highest degree, the music teacher has a heart of gold and stays very busy teaching kids to learn about the music they love, and my kids are EXCITED to go to school. They are educational AND fun!! This is exactly what every parent dreams of having for their children."
10,1,0.9013,2900178,3864043,20,On a scale of 1 to 10 I would rate this school a 10. They are amazing with my kids.
10,2,0.8904,4820875,3572687,18,I rate this school a 10. The teachers are amazing and the school environment is small and personable.
10,3,0.8883,3905398,3015065,17,A 10 out of 10. This school was great when we started and is only getting better.
10,4,0.8844,4200325,3322741,9,So far I would rate this school a 10.
10,5,0.8827,3905717,4112985,18,I would rate it a 9/10. We had a very good experience and my kids love the school.
10,6,0.8727,3906142,3156681,8,I would rate this school as a 10.
10,7,0.8714,1205211,3519577,17,Over all a 10. This school is amazing. It should have a higher rating than a 6
10,8,0.8699,1703183,3323458,10,I would rate it a 10\10. I love this school.
10,9,0.8694,1703080,3640420,15,Great from the teachers to the students overall I would rate the school a 10
10,10,0.8686,5302048,4067202,25,"I would rate it a 9/10 I think this school is wonderful. Up to date, careing staff that know you and your kids by name"
11,1,0.9028,3500045,1109868,99,"Posted December 4, 2008 Report it This school is far from a 'Great School' on so many levels. The programs are remedial at best and there is no challenge for the children. The teachers seem disinterested and the principal runs it like a baron. There is little structure and certainly nothing that makes it stand out other than the break-ins and graffiti it suffers on a regular basis. I'm trying to get my kid to a charter school where people actual care as much as I do about my child's education. Submitted by a parent Write your own review"
11,2,0.8946,405996,2561411,64,"I have never been so impressed with a charter school! The faculty and admin truly live for these students and I know my child is in a healthy, safe environment when I drop them off. The principal is extremely approachable and listened empathetically when I explained some of my son's specific needs. I wish other parents could have the same positive experience I did."
11,3,0.8919,3909868,1240801,63,My son has gone here for 5 years. The teachers are great and patient. My son has need extra help and I am convinced he would never have gotten it in a public school setting. This school has made me a huge fan of charter schools. My only complaint is that they keep changing the times the school starts and ends every year.
11,4,0.8899,403068,1497610,26,This school has been great for all my children. The faculty and admin are caring and provide a great learning environment. Thank God for charter schools!
11,5,0.8897,4901089,1260970,196,"Coming from a private school to this charter school has been a rewarding experience. My children are making greater strides here than at their previous school. It is exciting to see them loving school again, exceeding their goals and meeting great friends, teachers and administration. The school focuses on the critical aspects of a child's education and does it well; the test results speak for themselves. These results happen in part from an administration that has the best interest of the students, teachers and families in mind. The teachers care about and are devoted to their students. I am impressed with their caliber and talents. Everyone at the school is professional, thoughtful, warm and friendly. I feel blessed to be associated with this school and feel that my children will receive a great education. The uniforms are varied, inexpensive, comfortable and work. The director, school board, teachers and staff work very hard to ensure the school sets meaningful goals and then meets or exceeds them. My children feel safe and have attributed that to the values promoted and expected in the hallways and classrooms. If you have the opportunity to come here I highly recommend it."
11,6,0.8896,402131,2957616,53,"This is a great school! Our two daughters have done better here than their charter schools! The staff is friendly and the previous administration was awful. The new one is awesome. If your kids were failing or falling behind, there definitely needs to be more parent involvement! It's not the staff for sure."
11,7,0.8871,611044,1161807,72,"We have been very pleased with the Charter School. Our children are thriving in that environment. They have academic as well as arts on the days that they go to class (2 days a week). They love their teachers and the principal. It feels like a village. They learn pottery, music, Spanish and play with other children their age, while benefiting from the one on one attention they get from home school."
11,8,0.8866,3403350,2206319,122,My children have been at this school since it moved to its current location on JFK on the West Side. The teachers are very caring; the middle school is incredibly good. The principal is devoted to both high academic standards and educating the whole child. He is pushing the boundaries of what a charter school can achieve despite serious financial limitations. My children have been more than happy at this school-- they have been highly successful and have learned to be great citizens. They have learned to respect others through dialogue and partnership. This school has done so much to shape the people my kids have become. My eldest child was incredibly successful at gaining entry to a highly competitive high school.
11,9,0.8845,3701722,1229308,117,"This school has really gone downhill in recent years. It once was new, clean, and the students respected it and were proud to be there. Now, the administration is unfair and runs it like a prison, looking to ""kick out"" as many students as they can. It has gone from a school with 1200 to fewer than 900, with many students choosing to attend the local charter school. Avoid it, if you can. A few of the teachers really care, but there has been lots of turnover as the better teachers are leaving to go elsewhere. We moved here years ago when my daughter was young and visited the school, and were very impressed. Not so anymore."
11,10,0.8815,903066,1002162,60,"This is an excellent school i 'm so proud to know my child attends one of the best charter schools around. Discipline & Acedemics are top priority, i love this school because they have to be properly attired , in order & follow rules. I just encourage the Director to keep up the immaculate job ,also the teachers are great."
12,1,0.9156,1212672,1102457,21,My daughter started Kindergarten this year and she is doing very well.The teachers here are all about the kids.Love this school.
12,2,0.9111,4900480,1519018,59,"My child attended Kindergarten here, and will now be going to first grade as well. The staff here are wonderful, and my little girl absolutely loves them all. She has never had a negative experience, and couldn't wait to go back. Mr. Kay is such a fantastic and very involved principal as well. I am happy with this school."
12,3,0.9044,1301349,1626942,37,"My daughter went to Kindergarten here and she blossomed so much here and the staff is awesome, they really challenge your child to excel more. I will miss this school as the teachers and school is awesome....."
12,4,0.9041,2602176,1155016,51,This is a great school. My daughter just started kindergarten this year and it was a smooth transition. Her teacher is phenomenal! The other staff is excellent as well. They care as much as I do about her education. My wife and I feel blessed that she is in good hands.
12,5,0.9037,604129,1462655,49,We love this school. Our son is in kindergarten and the new kindergarten teacher is great. She really cares about these kids and she pushes and challenges them daily. They are doing so much work and I am confident he will be ready for the first grade next year.
12,6,0.9016,1803500,935300,27,My son was in kindergarten last year and our experience has been wonderful. He had a wonderful teacher and the principal of this school is just outstanding!!!
12,7,0.9011,400537,5501009,24,My first child just finished kindergarten and had a wonderful experience here. He is doing great and we are very pleased with the school.
12,8,0.8991,4901848,5229017,35,"My daughter just started kindergarten this year and is thriving. She’s learning and participating in events. Such a great school all around, and I love that they give parents opportunities to get involved. Highly recommend"
12,9,0.8981,603848,4804727,54,My child attends kindergarten here. She is learning so much so quickly. Her teacher works closely with each student to teach each one at their level. Because of this my daughter is reading at a very advanced level. The teachers are amazing. The principal responds immediately to messages. Overall I absolutely love this school.
12,10,0.8977,5301761,5698159,51,"We had a great start and smooth transitioning to Kindergarten. My daughter has already learned so much and the most important part is that she is very eager to learn more. The school has done a great job creating a fun, safe and nurturing learning environment for kids. Overall wonderful school!"
13,1,0.8776,1601297,1594485,165,"I have an older son who attended Overland, and a daughter who currently attends. We've been at the school for about 4 years in total. I LOVE THIS SCHOOL. I am blown away by how quickly my kids learn here. They both started reading at 4 years old, and they learn the foundation for multiplication before they leave kindergarten. The depth and breath of curriculum also includes other broad topics. The teachers are kind and yet have an amazing ability to orchestrate the day for all the kids. When you enter this school and students are doing work time, it is calm and organized and everyone is on-task. Also, since my older son has gone on to public school, starting in 1st grade, I have noticed that he is doing things now that he had already done at Overland. The quality is absolutely outstanding and if I could, I would keep both my kids there through high school graduation (sadly, they only go through Kindergarten.)"
