Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
gen|0|20,"[""{\n    \""circle entries have substantially richer/explicit advanced academic and career program offerings than square entries\"": \""These reviews describe concrete, named college‑prep and career pathways—AP/honors overloads, magnet tracks (engineering/medical/communications), dual‑enrollment/running‑start, A+ programs, vocational partners and measurable outcomes (large scholarship totals, Ivy admits, college credit). Example evidence: multiple circle lines cite AP-heavy curricula, 'running start' dual enrollment, medical/vocational magnets and high scholarship/college‑placement figures; square reviews lack comparable program names or advanced-course outcomes.\"",\n    \""circle entries emphasize broader, higher‑profile extracurricular life (athletics, performing arts, and many clubs) and community booster prominence more than square entries\"": \""Circle reviews routinely list extensive sports teams, state championships, award‑winning band/drama, dozens of clubs, and booster/community support, portraying extracurriculars as major school identity and recruitment channels; square reviews rarely name high‑profile arts/athletic achievements and describe fewer club opportunities. Illustrative lines: circle cites 'state‑winning teams,' 'pep band,' 'over 100 clubs,' 'Athletic Boosters,' and thriving arts programs, whereas square focuses on a small set of programs or makes no such claims.\"",\n    \""circle entries report more frequent bullying, racial/religious shunning, safety incidents and/or administration ignoring these problems than square entries\"": \""Many circle reviews allege pervasive student bullying, racial or denominational exclusion, reports of threats or safety incidents, inappropriate teacher–student relationships, and consistent failure of counselors/principals to act—evidence of safety/climate problems and ineffective response. Examples include claims of 'bullying is terrible,' racial harassment ('do not recommend if you are not white'), incidents 'swept under the rug,' and parents saying 'nobody will listen;' square reviews generally do not document this cluster.\"",\n    \""square entries document poorer instructional effectiveness, teacher disengagement, and counselor/teacher unresponsiveness more than circle entries\"": \""Square reviews repeatedly describe weak instruction ('teachers are awful', 'use handouts instead of teaching'), apathetic or fearful staff, and inaccessible guidance counselors, whereas circle reviews more often include concrete examples of invested or high‑quality teaching and counseling. Representative evidence: square quotes like 'Most of the teachers are awful', 'the teachers don’t care', and 'guidance counselor is ALWAYS too busy' contrast with many circle testimonials of caring, dedicated staff.\"",\n    \""circle entries show stronger parent/community/alumni engagement and active parent‑led advocacy/volunteerism than square entries\"": \""Circle reviews frequently report organized parent networks, long‑term volunteers, alumni involvement (college visits, mentorship), parents relocating or sacrificing careers for school choice, and administrators who sometimes respond to parent advocacy; square reviews lack comparable accounts of sustained parent or alumni mobilization. Example lines: 'parent and volunteer for over ten years,' 'alumni come back to visit,' and parents moving neighborhoods or resigning jobs to enroll children.\""\n}""]",,36.10284090042114,19787,1984,2642,,[],['resp_090a36cf7e52d566006a74d1085dc4819eb0bf779c36013613'],True
gen|0|54,"[""{\n  \""circle entries report more pervasive unresolved student safety problems (bullying, frequent physical fights, racial harassment, and cover‑ups) than square entries\"": \""This bucket groups reports about concrete safety incidents and systemic failure to remediate them—e.g., “fights everyday,” repeated racial slurs and harassment, students beaten for years, cover‑ups of student misconduct (crash concealed because parent was staff), and reviewers who had to remove children or get GEDs because of sustained abuse; square entries generally lack this pattern or describe fewer/isolated peer‑safety incidents.\"",\n  \""square entries report more pervasive student substance abuse, repeated drug busts, and visible law‑enforcement interventions than circle entries\"": \""This captures accounts of chronic substance problems and frequent formal police action—e.g., “Kids come to school high, or drunk… drug busts or two EVERY WEEK,” and repeated law‑enforcement presence—but these specific, recurring drug/bust patterns are more prominent in square reviews than in circle reviews.\"",\n  \""circle entries describe more formalized specialized academic and career pathways and documented postsecondary credential outcomes (IB/VPA/academies/dual‑enrollment/CTE/JROTC) than square entries\"": \""Includes mentions of structured programs and measurable gains such as the only district IB program, launching Academies, dual‑enrollment at multiple colleges, award‑winning VPA/music departments, career certifications and CTE trade pathways, high‑ranking JROTC inspections, and concrete college scholarship/admissions outcomes; square reviews do not emphasize this same breadth of formal tracked pathways.\"",\n  \""circle entries report more individualized instructional and counseling supports, lower student–teacher ratios, and measurable remediation/college‑prep gains than square entries\"": \""Groups specific practices like explicit one‑to‑one teacher help, counselors spending a full day with a transfer student, small‑school low ratios enabling broad extracurricular participation, documented remediations (reading levels jumping years), and individual college‑prep success stories (honor‑roll improvement, top‑college admits) that are described more often in circle reviews than in square reviews.\"",\n  \""circle entries report more pronounced discipline regimes and unequal enforcement—either strict, micromanaged rules or favoritism and staff misconduct—than square entries\"": \""Covers concrete policy and practice differences around behavior management: strict grooming/uniform and restroom/lunch restrictions and punitive practices (pins/petition, seizure of phones), alongside accounts of biased enforcement and staff misconduct (favoring athletes/connected parents, public berating on social media, principal humiliation), a pattern of discipline style and unequal application that appears much more often in circle entries than in square entries.\""\n}""]",,36.225231885910034,20288,2368,2969,,[],['resp_04886a17e51f6c64006a74d1084fc4819fb5a4d5d6882f244b'],True
gen|4|31,"[""{\n  \""circle entries report more severe student-safety, bullying, drug/substance, and harassment incidents with inadequate victim protection than square entries\"": \""These reviews describe concrete safety problems (racial slurs at sporting events, repeated physical assaults, pervasive vaping/drug use, LGBTQ and race‑based harassment) and often allege the school failed to protect victims or discipline offenders (e.g., “Refs did NOTHING…”, “she was a victim of bullying… countless meetings… did nothing”, “one of the biggest drug problems I have ever seen”). This bucket groups raw terms about frequent, targeted peer aggression and administration’s failure to stop it.\"",\n  \""circle entries describe more concrete, named academic and career programs, measurable college‑prep outcomes, and formal extracurricular achievements than square entries\"": \""Many circle reviews list specific programmatic offerings and outcomes—AP/IB tracks, dual‑enrollment and college‑credit hours, career academies/co‑op placements, named advanced English teachers, nationally‑ranked arts or debate teams, and quantified scholarship/college metrics (e.g., “over 40 hours of college credit,” “$9,000,000 in scholarships,” “wide variety of AP classes”). This bucket captures tangible program availability, credentialing, and documented student outcomes reported in circle entries.\"",\n  \""circle entries allege more governance, budget, and hiring failures—favoritism, nepotism, corruption, and mismanaged funds—than square entries\"": \""These reviews call out systemic leadership or board problems (eg. “run by a select group… only help their ‘special friends’,” “budget is out of control,” “waste of money on plasma TVs,” hiring unqualified relatives), and describe district/board unresponsiveness and retaliatory politics. Bundle together the raw terms about governance culture, financial misallocation, and politicized personnel decisions.\"",\n  \""circle entries report stronger small‑school/community integration, parent/alumni volunteerism, donor/fundraising activity, and personalized student support than square entries\"": \""Multiple circle reviews emphasize small size, close‑knit community, active parent volunteers and alumni donors, on‑site services (medical clinic, college center), small class sizes and frequent one‑on‑one help (e.g., “teachers know all the students,” “we were volunteer parents,” “Annual Fund donors”). This bucket groups social fabric, local staff integration, and hands‑on family/donor involvement described as institutional features.\"",\n  \""circle entries show greater variability in teacher qualifications, professionalism, turnover, and special‑education practice (from high‑support to abusive/ineffective) than square entries\"": \""Circle reviews contain both strong praise for very supportive teachers and explicit allegations of unqualified, abusive, or transient staff (public humiliation, cursing at students, teachers sleeping in class, high turnover, inconsistent special‑education support or denial of accommodations). This bucket captures the inconsistent/polarized teacher‑level evidence—wide swings in instructional quality, misconduct, and special‑needs responsiveness—reported in circle entries.\""\n}""]",,32.950291872024536,20374,1344,2018,,[],['resp_0833995742f5592a006a74d10ac2d881a3acdde0866c8e9539'],True
gen|2|28,"[""{\n  \""circle entries report more severe staff misconduct, discriminatory treatment, student safety incidents, and administrative cover‑ups than square entries\"": \""These reviews contain concrete allegations of grave misconduct and concealment (e.g., a \\\""former teacher is doing hard time for inappropriate conduct with a student\\\"" and claims the school \\\""covered it up\\\""), explicit race- and socioeconomic-based discrimination, staff refusing to work with 504/ASD students, on-campus drug solicitation and gang links, and parents seeking legal advice — distinguishing serious safety/abuse/cover-up incidents that square reviews do not raise.\"",\n  \""circle entries describe more extensive, formal advanced-academic and college‑credit pathways and higher measurable outcomes than square entries\"": \""Circle reviews repeatedly cite formal programs and outcomes (IB, AP names, dual‑enrollment/early‑college associates degrees, students entering college with 30–40 credits, national rankings, \\\""Test scores are the best in the region\\\"") showing a stronger, measurable college-prep/advanced-coursework footprint that square reviews largely lack or treat as limited.\"",\n  \""circle entries report stronger extracurricular arts, competitive athletics, and modern campus/technology facilities than square entries\"": \""Many circle reviews praise high-quality music/theater programs, conservatory-style arts tracks, championship athletics, renovated stadiums/gyms and maker/STEAM labs (iPads, 3D printers), or recent capital upgrades (\\\""$23 million upgrade\\\""), whereas square reviews more often describe underfunded arts or no comparable facility/tech investments.\"",\n  \""circle entries reflect higher parent/alumni engagement, explicit religious/traditional identity, and families relocating or organizing around the school more than square entries\"": \""Circle reviews repeatedly describe active booster/parent networks, alumni pride and long-term engagement, religious rituals/retreats and denominational identity (Catholic/Christian formation), and even families moving to enroll — a level of community, tradition, and organized parental involvement not present in square reviews.\"",\n  \""square entries report more chronic instructional neglect, poor behavior/discipline, and administrative unresponsiveness/systemic dysfunction than circle entries\"": \""Square reviews concentrate on operational and instructional breakdowns — pervasive bullying and disruptive peers, teachers described as \\\""lazy\\\"" or not teaching, guidance-counselor failures, principals refusing admissions or mishandling discipline, and parents withdrawing children — a pattern of chaotic climate and unresponsive administration that circle reviews discuss far less or counterbalance with examples of proactive supports.\""\n}""]",,36.15434002876282,20185,2112,2654,,[],['resp_0674912551d32aa2006a74d108a1cc81a283555ca07f4ca6c3'],True
gen|1|12,"[""{\n  \""circle entries report more student violence, bullying, and ineffective safety/discipline responses than square entries\"": \""This bucket captures reviews that describe frequent physical fights, pervasive peer bullying, gang or violent threats, student self‑harm or assault incidents and either no or inappropriate school responses (e.g., “40+ fights last year,” exchange students bullied until they left, a child left in 105.5°F heat, suicidal statements ignored, bullying handled by sidelining victims to independent study) — all contrasted with square entries that do not document recurring violent incidents or such failed safety interventions.\"",\n  \""circle entries document more named advanced/college‑credit pathways and measurable postsecondary outcomes than square entries\"": \""This groups reviews that list concrete academic pathways and outcomes—AP/IB/Cambridge/AICE counts, College‑in‑High‑School or community‑college dual enrollment, large AP credit accumulation, scholarships and explicit college placements (e.g., “took 10 AP courses…31 credits,” “Cambridge Program…AICE diploma,” multiple full‑ride and scholarship stories, documented dual‑enrollment credits) — while square entries lack comparable named program depth or measurable postsecondary evidence.\"",\n  \""circle entries describe greater teacher accessibility and individualized academic support (small classes, tutorials, after‑school/lunch help) than square entries\"": \""This bucket covers reviews that report low student‑to‑teacher ratios, routine one‑on‑one support, formal tutorial periods and informal help at lunch/after school (e.g., “teachers are always available after school,” “successful tutorial period,” “teachers involved during lunch for tutoring”), distinguishing these circle schools from square reviews that do not consistently describe that level of individualized instructional access.\"",\n  \""circle entries report more governance failures, favoritism/nepotism, and administrative unresponsiveness or intimidation than square entries\"": \""This captures complaints about boards and leadership (rubber‑stamp boards, nepotistic hires, promotion of grade inflation), active favoritism toward locals/wealthy families or select programs, and parents unable to get answers or being intimidated (e.g., “board votes each other in,” “administration promotes low expectations,” “superintendent unreachable for days,” parents told off) — contrasted with square entries which lack such sustained allegations of corrupt governance or parental intimidation.\"",\n  \""circle entries report more concrete facility, scheduling and operational dysfunctions (building condition, mobile classrooms, bus/transport chaos, event/schedule miscoordination) than square entries\"": \""This bucket groups reviews that cite tangible operational problems—mobile units for grade levels, inadequate lockers, broken faucets/camouflage mold, busted pipes, only one working security camera, chaotic bus schedules, prom/grad scheduling conflicts and punitive scheduling practices — issues square entries do not repeatedly document.\"" \n}""]",,36.28507614135742,19988,1856,2478,,[],['resp_05fe1c7c70805ed5006a74d10885d88192a1fadf78d3c61fd9'],True
gen|4|46,"[""{\n  \""circle entries report stronger advanced/college‑preparatory academic programs and measurable postsecondary outcomes than square entries\"": \""Means circle reviews more often describe concrete advanced-course offerings, selective/honors tracking, dual‑enrollment or quantified college‑credit programs and named college admissions/metrics — e.g., reviewers cite “many AP classes,” “she is taking 4 AP classes,” “over 50 college credits offered,” specific National Merit/Harvard/medical‑school anecdotes and higher AP/ACT outcomes — while square reviews lack comparable concrete AP/Honors/college‑credit evidence.\"",\n  \""circle entries report more frequent student safety incidents, pervasive bullying, fights, gang activity, sexual harassment, tobacco/drug use and transportation safety failures than square entries\"": \""Means circle reviews contain more concrete, repeated accounts of physical fights, daily/weekly bullying, gang/thug warnings, sexual harassment, on‑bus assaults, visible tobacco/drug use and failures to protect victims (e.g., “Fights everyday… sexually harassed,” “I was beaten and abused…and nobody…would help,” overcrowded buses and refusal to show footage), whereas square reviews rarely describe this level or variety of safety breakdowns.\"",\n  \""circle entries document more extensive, named extracurricular, vocational and athletics programming (and both high achievement and athletics‑first resource allocation) than square entries\"": \""Captures circle reviewers listing specific high‑quality extracurriculars and vocational pathways — robotics championships, award‑winning FFA/agriculture, Votech (culinary, Auto tech, HVAC, masonry), strong band/drama/dance and state‑level sports success — and also critiques that sports sometimes receive outsized funding (“Football is a huge money maker,” “most of our funding goes to football”), while square reviews do not provide the same breadth of named, high‑performing programs.\"",\n  \""circle entries report more administrative obstruction, punitive favoritism, retaliation and record/grade manipulation toward families than square entries\"": \""Covers concrete administrative practices and abuses described more often by circle reviewers — refusing or delaying student records, threatening grade reductions, berating parents, targeted expulsions/harassment, selective enforcement and alleged grade‑tampering (“would not release our student's records… all the grades would be reduced by 20%,” “If they don't like your child, the Dean and Principal will make their life miserable… they change your child's grades”), whereas square reviews rarely document this kind of obstructive or punitive office behavior.\"",\n  \""circle entries report more inconsistent or poor teacher/staff instructional quality, higher absenteeism/turnover, public shaming and failures to implement special‑education supports than square entries\"": \""Means circle reviews more frequently recount classroom‑level problems (teachers showing movies, low‑quality online credit recovery, public shaming: “that teacher shouted out… I 'needed to get my F up'”), chronic teacher absenteeism/turnover and underqualified staff, plus repeated special‑education implementation issues or IEP noncompliance (parents forced to fight for accommodations), while square reviews contain fewer, less systemic accounts of these combined teacher‑ and special‑needs failures.\""\n}""]",,32.59287881851196,20091,2112,2790,,[],['resp_09a38bf523e24e8e006a74d10b3360819dade3538867a622af'],True
gen|2|19,"[""{\n  \""circle entries report more frequent and severe student safety/behavior problems (fights, drugs, weapons, sexual activity) than square entries\"": \""These items describe concrete safety incidents and pervasive misconduct inside the building (repeated physical fights, weapons found/metal detectors, on‑campus drug use, sexual activity, vandalism, gang reports and parental withdrawals for safety). Examples: multiple circle reviewers cite fights every week, knives/metal detectors, drug use in bathrooms, and explicit parental warnings to avoid enrollment—claims that square reviews do not catalog with the same frequency or severity.\"",\n  \""circle entries describe stronger and more diverse advanced academic and career-program offerings and measurable postsecondary/certification outcomes than square entries\"": \""These entries name concrete programs, pathways and outcomes (expanding AP lists, IB/dual‑enrollment, four‑year engineering pathways, career academies, vocational/FFA programs, capstone boards, AP/SAT/college placement statistics and industry certifications tied to jobs). Illustrative circle evidence includes AP expansion driven by sign‑ups, dual‑enrollment/early‑college options, career-certification leading to paid summer jobs, and lists of UC/Ivy acceptances—program detail that square reviews generally omit or do not substantiate.\"",\n  \""circle entries report higher teacher/staff instability, chronic substitute reliance, and related classroom instructional failures than square entries\"": \""This cluster documents persistent staffing problems (frequent mid‑year departures, long‑term substitutes, teachers leaving due to administrative mistreatment) and classroom consequences (classes cancelled, students forced to self‑teach, refusal to grade work, uneven IEP/504 compliance). Examples: circle reviewers warn of substitutes for months, ‘can’t keep instructors longer than a year,’ and students returning home to teach themselves because classes weren’t taught—patterns not described as widely in square reviews.\"",\n  \""square entries report more consistent administrative responsiveness, parent communication, and reliable record/IEP handling than circle entries\"": \""These items describe concrete, functioning administrative practices (regular school messages/parent portal, approachable vice principals/guidance counselors, timely IEP support and cooperative record handling) that parents and reviewers cite as present at square schools but lacking or obstructed in circle schools. Examples: square reviewers note weekly recorded messages and active counselors; circle reviewers counter with lost credits, delayed transfer assessments, refusal to release records, or unreachable superintendents.\"",\n  \""circle entries emphasize a small‑school, close‑knit community/faith identity, high parental/alumni involvement, and local favoritism/resource prioritization (eg athletics or dance) more than square entries\"": \""This grouping captures culture, size and resource‑priority claims: circle reviewers frequently report small‑town/family atmosphere, faith‑based programming, strong parent/PTA engagement and alumni ties, alongside concrete claims of favoritism (local/resident privilege, athletic/dance funding capture, preferential treatment for athletes/AP students). Examples include statements that the school feels like a family, regular parent programs/strong PTO, explicit Christian formation, and accusations that wealthy/connected parents or athletes receive disproportionate access or funding—features rarely emphasized in square reviews.\""\n}""]",,36.21985197067261,20648,2112,2817,,[],['resp_02df2aed7fe638a0006a74d108ae6481a3944aaa32adb90af6'],True
gen|3|0,"[""{\n  \""circle entries report more pervasive student safety, bullying, violence, and withdrawals than square entries\"": \""These reviews describe repeated, concrete safety failures (bullying, hazing, gang‑related shootings, drug availability, lockdowns), incidents that prompted parents to remove children, and ineffective anti‑bullying responses — e.g., “my son was bullied… I had to remove my son for his own safety,” reports of gang‑related shootings, and repeated theft/assaults — contrasted with Square’s relative lack of sustained bullying/violent‑incident claims and fewer withdrawal‑for‑safety reports.\"",\n  \n  \""circle entries report more systemic favoritism, nepotism, and politicized administrative manipulation (athlete/wealth privileging, roll/metric gaming) than square entries\"": \""Many Circle reviews allege administration or staff protect favored students (athletes, staff relatives, major donors) and even manipulate metrics or discipline (removing students from rolls, refusing accountability), e.g. “if you are not a child of an employee… you don’t matter,” “they remove students so they don’t get counted in graduation rates,” and repeated claims that sports/donors receive disproportionate funding — a pattern absent or less pronounced in Square.\"",\n  \n  \""circle entries show greater polarization and inconsistency in academic and staff experience — simultaneously reporting exceptional individualized support and mentorship and widespread instructional/counseling failures — than square entries\"": \""Circle reviewers frequently give both glowing evidence of dedicated teachers, small‑school individualized remediation, award‑winning programs and strong college outcomes (named mentors, dual‑enrollment success) alongside complaints of unprofessional teachers, poor counseling/special‑education support, passive promotion, and cheating; this high within‑school variance (e.g., ‘many passionate teachers’ vs ‘the counselors are terrible’) is more prominent in Circle than in the more uniformly described experiences in Square.\"",\n  \n  \""square entries report more stable, organized institutional improvement, leadership engagement, and district investment (IB/AP programs, capital projects, turnaround narratives) than circle entries\"": \""Square reviews more often document coordinated, district‑led improvements and programmatic investments — long‑tenured principals credited with turnarounds, IB/Cambridge or expanding AP programs, new school construction and clear administrative communication — for example: ‘When Mr. Hines became principal… We are one of only 20 International Cambridge Fellowship Centers’ and multiple notes of capital projects, which contrast with Circle’s more frequent reports of leadership turnover and contested improvement claims.\"",\n  \n  \""circle entries report more concrete facility, operational, and resource failures (HVAC, pests, overcrowding, transportation incidents, tuition/fundraising pressure) than square entries\"": \""Circle reviews detail physical and operational breakdowns — chronic HVAC and heating failures, rodent infestations, freshmen made to sit on gym floors, bus accidents, frightening nurse/front‑office behavior, and explicit tuition/fee or fundraising pressure — such as ‘no air conditioning for three years,’ ‘highly infested with rats and roaches,’ and parents pressured for money; these specific facility/operational failures show up far more in Circle than in Square.\""\n}""]",,35.64171504974365,20371,1984,2634,,[],['resp_00a43d8491e7dea6006a74d109025481a1914c74c31fd69cb7'],True
gen|4|26,"[""{\n  \""circle entries report more extensive, higher‑impact extracurricular, vocational, and college‑prep programs and measurable postsecondary outcomes than square entries\"": \""These reviews describe concrete program breadth and results — named academies, ROTC, FFA, strong band/theatre, vocational shops, 1:1 tech, dual‑enrollment (60+ free college hours), state championships, summer ACT prep, and alumni/graduate placement (college matriculation, job offers) — whereas square entries rarely list comparable named programs or concrete postsecondary credit/outcome counts.\"",\n  \n  \""circle entries report more frequent, severe, and recurring student safety and security incidents (fights, bullying, bomb threats, police searches) and physical‑security lapses than square entries\"": \""Many circle reviews recount weekly fights, gang/drug concerns, repeated bomb threats/lockdowns, law‑enforcement searches, and lax visitor control/card‑swipe failures (e.g., 'fights every week', 'bomb threats last year', 'students walk straight up the stairs; where was the school police?'), while square entries contain far fewer reports of recurrent violence or security technology breakdowns.\"",\n  \n  \""circle entries report more staff favoritism, nepotism, athlete/legacy advantages, and selective advancement practices than square entries\"": \""Circle reviewers repeatedly allege family‑based privilege and hiring (employees related to one another, 'parents in high places'), coach/athlete favoritism, admissions/advancement advantages for legacies/athletes, and staff‑employment pathways to student advantage, claims that are largely absent from square reviews.\"",\n  \n  \""circle entries report more concrete administrative and operational failures around guidance/counseling, scheduling/enrollment/records, tuition/fee enforcement (including barring students from exams), and other process breakdowns than square entries\"": \""These circle reviews document guidance offices that 'won't send transcripts', part‑time/ineffective counselors, mismanaged scheduling and registration, refused/late responses to parent contact, tuition billing disputes, and policies tying exam access to unpaid fees (e.g., 'exams are scheduled around tuition due dates; late payments = no finals'), whereas square reviews contain fewer of these procedural breakdowns.\"",\n  \n  \""square entries report more consistently caring, engaged, and professional classroom teachers and collaborative school leadership than circle entries\"": \""Square reviews more often describe devoted, involved staff and principals who communicate with families and support students ('teachers are dedicated, caring and involved', 'administration has been excellent'), whereas circle reviews contain a larger mix of complaints about teacher apathy, inconsistent professionalism, or systemic instructional shortfalls.\""\n}""]",,33.28156900405884,19750,1856,2423,,[],['resp_0d2c4d4bb5cfed66006a74d10a9bec81a3a68770010012d79d'],True
gen|0|3,"[""{\n  \""circle entries report more pervasive student violence, weapons/drug incidents, and concrete safety/security failures than square entries\"": \""These reviews describe frequent physical fights, gang activity, drug use, sexual assaults, weapons incidents (e.g., “I got shanked… internal bleeding”), and failed safety infrastructure (nonworking cameras, locked-door evacuation risks, lockdowns), painting an environment with chronic safety breaches that Square reviews do not describe.\"",\n  \""square entries emphasize broader advanced academic programs (AP/IB/honors) and consistent college‑preparatory coursework more than circle entries\"": \""Square reviewers repeatedly cite plentiful AP/IB/honors offerings, high AP enrollment and rigorous course pathways, and above‑average scores/college readiness; these programmatic academic strengths are a recurring Square theme that many Circle reviews either do not mention or explicitly lack.\"",\n  \""circle entries emphasize small‑school personalization and direct student supports (small class sizes, 1:1 tech, counselors, dual‑enrollment/college outcomes) more than square entries\"": \""Multiple Circle reviews name low student–teacher ratios, individualized mentoring, 1:1 device programs, active guidance counselors, robust dual‑enrollment/AA pathways and concrete college outcomes (e.g., graduating with college credits), signaling a personalized, small‑community instructional model absent from Square.\"",\n  \""circle entries report systemic administrative and policy failures (IEP/504 noncompliance, punitive retaliation, record withholding, nepotism/favoritism) more than square entries\"": \""Circle reviewers allege denied IEP/504 accommodations, refusal to reassign bullied students, withheld records, politically driven quotas, and favoritism/nepotism in discipline/admissions—concrete governance and compliance breakdowns that Square reviews do not document to the same degree.\"",\n  \""square entries report broader extracurricular/athletics breadth, facility resources, and competitive sports programs more than circle entries\"": \""Square reviewers highlight that the school offers nearly every sport, extensive extracurricular options and competitive teams, and well‑resourced athletics, whereas Circle reviews more often call out missing facilities (no track) or limited team depth.\""\n}""]",,36.46139693260193,19760,1536,2006,,[],['resp_03c2183793937f49006a74d10811f4819e993c0efe582eaf62'],True
gen|1|36,"[""{\n  \""circle entries document a broader, more concrete set of academic pathways and college-prep programs than square entries\"": \""This bucket captures school texts that enumerate many specific curricular options (AP/honors catalogs, multiple foreign languages, dual‑enrollment/AA-in‑4 pathways, CTE/academy offerings, college‑campus co‑location) — e.g., “more than twenty AP and honors,” “dual credit college courses,” “students graduate with an AA degree,” and CTE programs like Agriculture/FACS — whereas square reviews tend to center on a single flagship pathway (the IB diploma) or do not list as many distinct program tracks.\"",\n  \""circle entries report more frequent serious student safety incidents, peer violence, weapons/drug problems, and repeatedly ineffective responses than square entries\"": \""This groups reviews that describe recurring fights, assaults and weapons (brass knuckles, stabbing, knives, metal detectors), pervasive bullying and drug problems, and accounts that administration failed to intervene (e.g., victims punished or incidents ignored), items much more commonly documented in circle texts than in square ones.\"",\n  \""square entries report more consistently positive, stable teacher/staff effectiveness and individualized student support than circle entries\"": \""This bucket groups entries emphasizing steady, caring, and effective teaching—teachers described as supportive, accessible, and preparing students for college—contrasting with circle entries' wide variability (some glowing teacher praise alongside many claims of 'babysitting' or widespread teacher ineffectiveness); examples include square comments like 'Good school. Good staff.' and circle notes of both 'TON OF GREAT TEACHERS' and 'teachers are babysitters.'\"",\n  \""circle entries emphasize stronger community/alumni engagement, organized extracurricular identity, and faith or spirit programming than square entries\"": \""This captures reviews that foreground multigenerational alumni ties, active parent involvement, pronounced school spirit or mascots, high‑profile music/band/theater programs, and faith/mission programming (chapels, mission trips), e.g. 'Once a Lobo, Always a Lobo,' '3‑time national championship band,' and 'Jesus is at the center,' features that appear far more often in circle texts than in square ones.\"",\n  \""circle entries report more administrative opacity, favoritism, punitive/enforcement practices, governance problems, and procedural barriers than square entries\"": \""This bucket groups reports of opaque fees and punitive billing, favoritism or parent-run influence in discipline/selection, wrongful suspensions/expulsions, board or principal negligence, transcript/registration holdups and counselor unavailability (e.g., charging for temporary IDs, blocking enrollment over a 'returned' textbook, 'victim gets in trouble for defending themselves'), patterns far more frequently alleged in circle reviews than in square reviews.\""\n}""]",,36.55925107002258,20099,1728,2312,,[],['resp_0393ecc970d595d9006a74d1087680819f8aba0384a1fb270f'],True
gen|3|34,"[""{\n  \""circle entries describe stronger, formal advanced‑academic and college‑preparatory programming and more documented postsecondary outcomes than square entries\"": \""This bucket covers pieces that report concrete programmatic rigor (IB, many AP classes, AP/IB pass‑rates, honors/AP academies, dual‑enrollment, Middle College, CTE pathways) and measurable outcomes (state rankings, ACT/college matriculation, scholarships, alumni college success) as more prevalent in circle reviews; examples include repeated IB/AP listings, dual‑enrollment reports, AP counts, state ranking statements and alumni scholarship/graduation anecdotes that square reviews do not consistently provide.\"",\n  \""circle entries report more visible, personalized leadership and proactive teacher/parent communication and individualized student onboarding/support than square entries\"": \""This groups reports of approachable, frequently‑present principals, rapid email/counselor responses, one‑on‑one teacher attention, formal new‑student mentoring/onboarding, and after‑school help described in circle reviews (e.g., named principals being 'visible', counselors spending a day with a transfer student, teachers answering within 24 hours), contrasted with square reviews that repeatedly cite poor or non‑existent communication and obstructive administration.\"",\n  \""circle entries list broader, better‑resourced extracurricular, arts/JROTC/CTE offerings and classroom technology than square entries\"": \""This bucket captures concrete, resource‑based program evidence in circle reviews—large lists of clubs/sports, strong music/theater/media programs, award‑winning JROTC, career/technical academies, student media production, iPads/3D printers and up‑to‑date labs—features square reviews either omit or mention far less often.\"",\n  \""circle entries report more administrative and operational breakdowns (credit/records/scheduling, tuition/financial aid inconsistency, slow bureaucratic follow‑through) than square entries\"": \""This groups specific operational failures that reviewers attribute to school bureaucracy in circle texts—lost medical/registration documents, month‑long program start delays, credit/placement errors, needing out‑of‑state trips to obtain records, inconsistent financial aid/tuition decisions—problems that appear far more frequently in circle entries than in square entries.\"",\n  \""square entries report more pervasive student safety problems, identity‑based harassment, bullying, and failures by staff/administration to protect vulnerable students than circle entries\"": \""This bucket captures square reviews that document frequent bullying, racial and homophobic harassment, violence/weapons incidents, and staff or administrative inaction or targeting of students (e.g., racial slurs, ignored harassment reports, staff‑targeted misconduct harming student mental health), contrasting with many circle reviews that either describe stronger safety responses or emphasize a calmer/closer community.\""\n}""]",,34.90563082695007,19892,2240,2811,,[],['resp_034c25bb46e0e562006a74d1092008819181208e7efb70dfbf'],True
