universal-id,nces_id,n_reviews,n_words,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39
1201948,,12,1312,0.0,0.010844208113130421,0.0,0.0,0.0,0.0,0.015536761942301155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02128500651869422,0.02758358056289147,0.0,0.0,0.0,0.021589246349821862,0.0,0.03137873086358293,0.024867595428309217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06595903202202714,0.09911671716517897
2901626,,12,907,0.0,0.0,0.0,0.0,0.0,0.06852960258973345,0.07722684190790262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029654205608907358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019084133847697964,0.009459918839387267,0.02948092787736602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200352,,1,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5424312609671322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4101374,,15,963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018231545189450946,0.0,0.0,0.0,0.0,0.13649114854170852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02955298501988334,0.0
600387,,4,290,0.0,0.0,0.0,0.0,0.041287050446438996,0.0,0.0,0.0,0.0,0.0,0.0,0.06391306042538332,0.08996679940298655,0.0,0.0,0.03720826836931734,0.0,0.04618824701191841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05642555134511717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605068,,23,1799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051012203827228625,0.0,0.0,0.0,0.015145068176883466,0.0,0.06812799534333665,0.0,0.0,0.0,0.011693748717818891,0.07194657145060784,0.0,0.017237356521687088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02465098211595999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02893883584755399,0.0
4808052,,3,339,0.0,0.0,0.0,0.0,0.04963025944661165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2624963289682082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400568,,13,976,0.0,0.05291026658548798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05597844193406809,0.0,0.0,0.0,0.07576237950241274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600320,,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800435,,5,315,0.0,0.0,0.0,0.0,0.04790510989670586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23641368354636533,0.0,0.0,0.04048915967455652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28173740921367596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705350,,1,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602260,,7,625,0.0,0.0,0.0,0.0,0.010048905196988967,0.0,0.0,0.0,0.042244261521893055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05306733403032361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200379,,22,1381,0.0,0.04083545526561841,0.0,0.0,0.0,0.0,0.10803572063558152,0.0,0.02594366385500164,0.0,0.0,0.07500925820845937,0.0,0.0,0.0,0.0,0.0,0.06605186822608015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4501250,,5,405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08873357517155865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605688,,18,1093,0.0,0.014366331553905055,0.0,0.0,0.0,0.0,0.020172390585032927,0.0,0.0,0.0,0.047515808411228065,0.0,0.0,0.0,0.0,0.0,0.0,0.039107856089197895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0638157358565446,0.0
3600975,,3,518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09526592687122996,0.0,0.0,0.0,0.0,0.0,0.09316918490292882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11537248641078332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06994899465799019,0.0,0.0
605449,,19,1512,0.0,0.0,0.0,0.0,0.098660545957107,0.0,0.0,0.0,0.0,0.02777280175612919,0.0,0.0,0.0,0.0,0.0,0.00800974831127475,0.0,0.03940199557273693,0.0,0.0,0.0,0.027437944679893314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13804763334211143,0.0,0.0,0.0
5100673,,4,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5101785,,7,549,0.0,0.0,0.0,0.0,0.0571095494915981,0.11447715484343347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05402777668872189,0.0,0.0,0.0,0.0,0.0,0.026482176174291234,0.0,0.0,0.0,0.0,0.06272574571982586,0.02400022663749211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1751708624666421
606862,,6,200,0.0,0.07413738211428485,0.0,0.0,0.11318445173331226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401199,,15,1247,0.0,0.0,0.0,0.0,0.0,0.0,0.02684663685256167,0.0,0.03178979823786295,0.018363595897293354,0.0,0.0,0.0,0.0,0.0,0.04329762422017124,0.0,0.04999760629445937,0.05397374060531109,0.0,0.0,0.0469869759543157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06396474750905519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3607281,,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100944,,4,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13559176809944404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900913,,14,1164,0.0,0.010146535583713798,0.0,0.0,0.012788531017906795,0.0,0.06030363884850497,0.0,0.0,0.0,0.0,0.02536629896857069,0.011277631532298188,0.0,0.0,0.0,0.0,0.07223730531971591,0.09880013799719287,0.0,0.0,0.010732658248447054,0.0,0.0,0.0,0.0,0.0,0.02464851946446461,0.0,0.1193299040113721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08004922775134002,0.0
610508,,9,638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08731740002733158,0.0,0.0,0.0,0.0,0.13801404191591893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040622297968616786,0.0,0.0
3904731,,2,71,0.0,0.0,0.0,0.0,0.09064861021907838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3293994056946309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07815096670218989,0.0,0.35398601034628363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602443,,61,5319,0.0,0.004181014498596994,0.0,0.0,0.012923064127008806,0.023492828789826187,0.0042026920278789405,0.0,0.0,0.0023152122656320594,0.0,0.007893073945929661,0.009179610386294505,0.0,0.002048535586522713,0.0,0.0,0.011905130661737606,0.0,0.010496038870317343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030588638421424935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045004311347791426,0.0,0.0
4804772,483039006301,6,263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2563243992809297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23973175948851308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204576,,15,849,0.0,0.0,0.0,0.26200037522473973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601562,,17,1224,0.0,0.01605072363855544,0.0,0.0,0.05212650374442482,0.0,0.0,0.01485900869521473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02257078037711584,0.0,0.0,0.0,0.017233566095402192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418955399791005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200069,,2,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5195431692278345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606897,,4,315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10465138135681525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04031317519664877,0.0,0.0
4809087,,11,802,0.0,0.0,0.0,0.0,0.03114878917450162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021272412516719724,0.0,0.0,0.021819511902720835,0.0,0.08947647356241269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10557990881509405
610609,,16,1183,0.0,0.018039481368563672,0.004685659804719608,0.0,0.004884028585185229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015984409917268242,0.0,0.0,0.0,0.0,0.01031228143997097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011097328873252498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3603917,,8,370,0.0,0.07938748482371999,0.0,0.0,0.061227178459552625,0.05383205337720224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024500125871532177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613045,,1,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5503408,,6,424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03348133163900139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06242105412797234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07263482828983672,0.0,0.0
3605136,,15,1501,0.0,0.0,0.011817585454628353,0.0,0.00932380693230199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00881882834993479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07073263719720305,0.0,0.0
1801552,,8,486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07814911667478781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900577,,8,744,0.0,0.0,0.0,0.0,0.02841271889931926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3403344,,10,745,0.0,0.0,0.0,0.0,0.12127982165498023,0.0,0.0,0.0,0.0,0.0,0.0,0.09184678965880734,0.0,0.0,0.0,0.0,0.0,0.026638043054724708,0.0,0.0,0.0,0.02432532038284068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053639824235614454,0.0,0.0
1203477,,8,728,0.0,0.0,0.0,0.0,0.0,0.01679906188960662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040040019091756585,0.0,0.0,0.0,0.0,0.0,0.04345179321405427,0.0,0.0,0.0,0.0,0.0,0.0,0.0626693622480252,0.0,0.016823985493931187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609244,,2,138,0.0,0.09022463483037997,0.0,0.0,0.09133219384714397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08377066080310776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700485,,5,560,0.0,0.0,0.0,0.0,0.0,0.0,0.07395218704182531,0.5415153577359837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1802189,,2,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09271437284623478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4867017409524465,0.0,0.0
602654,,8,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5102946,,17,2481,0.0,0.0,0.0,0.09152209789713317,0.005874963945224556,0.0,0.0,0.0,0.0,0.005015067731358416,0.0,0.0,0.00810014487213425,0.0,0.0,0.0,0.0,0.011346641906046855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
