topic_id,rank,similarity,universal-id,id,n_words,text
1,1,0.9094,4808041,4054641,107,"This school has been amazing! We've been at the school for 13+ years and have seen and experienced God's blessings on the school time and time again. The stability in leadership and continued focus on attracting the very best teachers and administrators have been important factors in keeping us here. Our kids have excelled and our oldest (whose left the nest already) seems more equipped to handle the next stage of life both academically and spiritually.The school is not perfect because it's run by human beings but that being said, my wife and I could not have asked for a better Christian educational experience for our children."
1,2,0.8988,5503369,1042325,44,This is an amazing Christian school. The teachers are committed and the students are in an atmosphere that encourages positive Christ-centered atttudes. It was an excellent environment for our son while he attended the school. It now is attending college and is doing great.
1,3,0.8967,1205174,1628147,31,Amazing school! The staff is friendly and kind and you can definitely see the Christian values instilled in the staff. Your child will not get an education like this anywhere else!
1,4,0.8947,608605,1039428,130,"I love this school. The academic level is high and there's so much personal attention. We moved from a different state where my daughter was in the top public school in the county. When her former teachers heard what was being taught here, they were stunned. The curriculum is outstanding! But it is not just about academics here. Kids are well-rounded, from sports to arts to language. The family atmosphere is also encouraged: from older kids being chapel buddies for the younger, to having lunch together as a school family, kids are friends across the grades. And when there are discipline concerns, the teachers and principal address it in a Christian manner, lovingly and thoughtfully. Throughout everything, the love of Christ is shown. I wouldn't want my children anywhere else."
1,5,0.8929,4807579,3868998,49,This school offers a strong academic program while keeping Christ at the center of all they do. I am so thankful for the teachers and staff here. I know my children are receiving a top quality Christian education that will prepare them for the next stages of their life.
1,6,0.8927,4504075,2431752,29,This school has been incredible for our family. My son is being educated in a christ centered school with loving teachers who go above and beyond for my son.
1,7,0.8919,1203691,922383,62,This is a wondeful shool! My child has attended several other Christian schools and this one by far is the best! The academic standards are very high and the teachers care so much about EVERY student. There is absolutely NO favortism in this school. The students are great and hardworking. The entire school is very Christ focused without all of the 'religion'!
1,8,0.8919,4901098,1522978,90,"Children's Christian School has been an amazing school for our family. Our daughter was traumatized by the public school system and Children's Christian School took her in, made all the accommodations we requested, worked with her until she was able to get to grade level. I have never seen such dedication from the Director to the teachers in the school. The Parents involvement in the school is wonderful from doing lunch warm-ups to helping in the classrooms. The entire school revolves around the student's academic, social, emotional and spiritual needs."
1,9,0.8903,2801069,1352673,37,"We have enjoyed being at this school. The teachers care about the students, and the smaller class sizes have been a blessing. You can't beat having your children attend a Christian school with Christian faculty and staff."
1,10,0.8902,623748,1199123,29,This school has been a true blessing to our family with great teachers and staff. They stretch the kids while giving them a loving Christian atmosphere. Simply the best!
2,1,0.9016,4700998,2471532,12,the teachers and staff are amazing and truly care for each student
2,2,0.8969,4802890,3938161,24,The teachers and staff are excellent and really care about the students. They create fun and engaging learning environments and connect with the families.
2,3,0.8939,3400222,960487,6,The teachers and staff are great.
2,4,0.8911,1703469,3906324,16,amazing teachers are staff! Everyone is friendly and the children are engaged and cared for tremendously
2,5,0.8911,3902293,1007489,10,the teachers and staff are great with students and parents
2,6,0.891,800615,820569,11,Teachers and Staff are great and really care about the kids.
2,7,0.8902,1205202,5131589,7,The teachers and the staff are great.
2,8,0.8898,1306665,2913160,15,Teachers and staff are exceptional. Very loving and caring. It is a great learning atmosphere.
2,9,0.8876,5100792,5553099,17,The teachers and staff are wonderful and work well with students and parents to help them succeed.
2,10,0.8871,2800731,1700952,23,Great staff and an awesome environment for learning. The teachers seem to really love their job and are excited to teach the children.
3,1,0.9242,5103396,2491219,34,We are very pleased with Early Years Montessori School. My both children attended this school and they both have blossomed. Director and the teachers are very caring.I love this school and recommend it highly.
3,2,0.9227,5103369,1338252,116,"My child has gone to this school for 3 years. It is an excellent education! Contrary to popular belief about Montessori, the teachers are very structured in the classroom. She has learned so much at this school, but that is because she loves to learn and enjoys what the world has to offer! Although the staff I have encountered the most is not as friendly and conducive to adults, they treat my child well and she loves them! It is incredible to see what and how the children learn here- and not just academics but socializing and life skills are important here too! I am very impressed with the school and how it treats my child."
3,3,0.9221,1705534,1175234,117,"Sending my daughter to Children's House Montessori School has been the best decision we could possibly make in her education. There is a very warm and welcoming atmosphere here. They strive to make this establishment surpass a school and become more like an extended family. The teachers have often gone above and beyond what is expected of them to make sure that every child receives the attention and care that he/she requires. A strong sense of self motivation, pride, and self reliance is nurtured in this environment. We feel very fortunate that we have been able to find this school. We highly recommend Children's House Montesorri School to anyone who wants a quality education for their child."
3,4,0.9156,1100838,1589067,48,"This is a hidden gem of a school that simply gets better with each year. Between their pure approach to Montessori, their caring and intelligent guides, staff and families and the addition of language, music and other enrichment programs, I, and more importantly, my child love being here."
3,5,0.915,2506308,2676325,63,"This school provides a wonderful, hands-on learning environment with a Montessori curriculum. The educators are caring and and extremely communicative. They care so much about every individual student and their development. My son loves his schools days. He is a sensory and science lover who has discovered his love of the arts at this amazing school. His confidence and academic achievement have soared."
3,6,0.9144,402891,1279309,140,"We have now had a child go from kindergarten to fifth and a second child from kindergarten and first. We absolutely love Montessori Academy. The teachers have been superb, the offerings are incredible and the gifted services are integrated into the classroom. Our experience with theprincipal has been absolutely amazing. We find the school to be responsive, interested in our children, dedicated to learning, feel the teachers are very hard working and feel each teacher is spectacular. The teachers become even more impressive when you volunteer in the class. We did not have great schools where we used to live and had to move for education. We have been incredibly satisfied and would recommend the school to anyone. From our perspective this is the perfect blend of traditional, progressive, flexible and academically challenging programs out there. Submitted by a parent"
3,7,0.9142,3501122,755747,36,Our Montessori is a wonderful school! I highly recommend it. The staff is highly qualified and will go above and beyond for families. My child has learned so much in a short time since he started.
3,8,0.914,5103215,1592949,113,"I have had 2 kids come through the full program at this wonderful school. This is truly a Montessori school that employs and applies all the elements of the Montessori approach. My children were in a calm, encouraging and kind environment, which in turn helped them learn well. They both left there with strong academic skills, art appreciation and great learning behavior. This school backs up to a wooded area and the kids get to go on nature walks, learn about the local wildlife by observing and also to appreciate their environment. I really cannot say enough good things about this school, the teachers there or their approach to kids. Very highly recommended."
3,9,0.9136,1203585,1470093,106,"My two children both attended this school from preschool to their elementary years. I loved the calm, peaceful, and beautiful environment for them as young children. They were allowed to progress at their own pace, utilizing their strengths or taking extra time when they needed to. The teachers showed a deep care and understanding of my children, who were always happy to go to school. Their was a strong community feel between the families and teachers. A Montessori education is not a fit for everyone, and of course, no one school can serve every child's individual needs. However, I am extremely happy with my children's experience."
3,10,0.9129,4104209,5703683,35,I feel so lucky that my kids attend this school. The Montessori curriculum has helped them both to excel. We love the teachers and staff. I recommend this school to all our friends and family.
4,1,0.9352,4702359,1552806,18,This school is amazing My kids LOVE it. It is the best school they have ever gone to.
4,2,0.9315,1000140,1541064,16,Love this school. Both my kids go to it and the teachers and staff are wonderful.
4,3,0.9305,1213063,4731014,13,I love this school. The school is amazing with amazing teachers and staff.
4,4,0.929,1203430,1358674,17,this school is awesome. my child is happy there and enjoys learning. great teachers and helpful administration.
4,5,0.929,3602990,1516472,15,This school is great. My children love it there. Teachers are wonderful and so friendly.
4,6,0.9288,2604553,1390171,25,I went to this school and it was wonderful. My children now attend this school and love it. The teachers truly care about each student.
4,7,0.9285,901789,1336116,30,"I love this school. The teachers are amazing! My son loves going to school. His education is well rounded and he is becoming a responsible, conscientious and caring young person."
4,8,0.9273,5500987,2546306,14,I love this school. They teachers are wonderful and my child is very happy!!!
4,9,0.9266,1300380,2211065,23,I love this school it's amazing. It's very welcoming the teachers are the best. It has so many fun activities for the kids.
4,10,0.9264,606899,3398260,19,I love this school. The teachers are amazing and my son has progressed so much since he started school.
5,1,0.9277,611020,4463692,122,"We have had two children attend this school. The learning environment and the social environment have been exceptional. Our older child was well prepared for middle school and high school and my younger has been thriving in this environment. The school's administration works well with staff and parents to achieve common goals. The PTA is very active and complements the teaching staff's objectives. The academic foundation is strong and the teaching staff is great! Furthermore, there are many positive co-curricular activities such as robotics, musical theater, keyboarding, STEM assemblies, as well as field trips and more! They even have a kindness program, where children are encouraged to be kind to each other and their community. This is an exceptional public elementary school!"
5,2,0.9233,3603014,1142456,70,"This is my fourth year in this school, and currently have two children attending. Have found this school to be a great environment both educationally and emotionally for my children. Principal is doing a great job, many parents are involved with the PTA, there is a really strong sense of community. Like another reviewer said, cannot get everything right every time, but my personal experiences have always been extremely positive."
5,3,0.9222,606969,4391506,79,"Between the students, principal, staff, and parents, I feel like this is a very strong school community. The PTA is very active in providing volunteers, enrichment, and fundraising to support programs at the school. There is very low teacher turnover at the school, which is a good sign of a positive work environment with dedicated teachers. I am very happy with my son's experience at the school, and look forward to sending my daughter here when she is older."
5,4,0.9194,602425,2306907,83,"My children have thrived at this school! The teachers truly care about their students, the principal is engaged and knows all the students by name, and the front office staff are very friendly and helpful. The teachers are eager to work with parents on ensuring every child excels in school and is prepared for the next grade. The PTA is very engaging and the parent center very welcoming. We are very happy our children are receiving a quality education in a safe environment!"
5,5,0.9189,607722,1354318,25,Great PTA involvement! Teachers and the principal are amazing! My daughter love the school. Teaching are very structure and all the kids are well discipline.
5,6,0.9186,606161,1432110,85,This is an amazing school! My daughter has attended for the last 3 years and has flourished under her caring teachers guidance. When it was time for our son to start kindergarten we were overjoyed to learn that he would have the same teacher our daughter did. The PTA is a cut above as they have provided extra curricular activities that have inspired both our children. We are eternally grateful to both the teachers and the parent volunteers that have given our kids so much.
5,7,0.9183,5102555,1171282,45,"We have been nothing short of thrilled that our children attend such a wonderful school. The teachers are excellent and the administrative staff is constantly striving for excellence. This school benefits from strong community involvement, an active PTA and parents who care about their kids."
5,8,0.9176,602057,740976,40,We love this school! The new principal has made a world of difference. My son has had excellent teachers and he loves his school. The PTA is very involved too - a very motivated group of parents who really care.
5,9,0.9159,631105,2379046,27,My kids love this school. The staff and principal are all really great and helpful. I love that so many parents are involved in the pta too!
5,10,0.9159,3603969,1304513,37,My sons both go to this school and have had a wonderful experience. The principal fosters a spirit of community and trust. The PTA is very active and encourages parent involvement. The teachers go above and beyond.
6,1,0.9416,2200778,958780,9,A Great School .All Teacher and staff are wonderful.
6,2,0.9402,5100361,2098851,17,Great school..wonderful teachers..very involved parents. Overall this school has been a fantastic place for my 2 children.
6,3,0.9399,602631,4718704,14,"Great school. The teachers are amazing, warm and really have the students best interest."
6,4,0.9383,1203132,5251241,15,Great school with amazing teachers. School very dedicated to the well being of the children.
6,5,0.9382,2500114,1382503,19,Great school! Wonderful teachers and parents that care about one another and want the best for our children education.
6,6,0.9368,4205169,1482316,20,"Excellent school, my kid loves the school. Excellent regular and gifted programs too. Teachers are very supportive of their students."
6,7,0.9356,3401733,1450750,18,"Great school. Teachers are wonderful, students are respectful of each other and my daughter is very happy there."
6,8,0.9346,1702797,866765,11,Great school. Teachers get very involved with students and really care.
6,9,0.9335,3604047,4986667,15,"Amazing school, great sense of community. Teachers are wonderful and really care about the kids."
6,10,0.9335,5100567,2428180,13,Great school with great teachers.My kids are happy and really love their school.
7,1,0.9158,4800505,3446069,36,"Both of my children attended this school and the experience was great. Middle school is a tough time, but the teachers and administrators go out of their way to help kids be successful and feel welcome."
7,2,0.9028,801013,1589039,93,"Great School! Middle School can be a hard transition but things have been great! The Teachers and Staff have been wonderful they truly are invested in helping kids thrive not only in academics but also socially and emotionally. They continuously strive to create a positive and welcoming environment for both parents and students. The community aspect is growing ,but my favorite part of the school is that the teachers, administration and staff are attentive and make the learning day not only productive but they include many fun activities that keep the students engaged."
7,3,0.9022,5300477,4008547,34,"This is a top-notch school. We were worried about middle school, but our son is having a terrific experience and we are so pleased with the teachers and the quality of learning they provide."
7,4,0.8999,604803,1543118,47,"This is a great school full of amazing students and caring, passionate teachers. Middle school is a tough time for kids, but I feel that this school offers a lot of opportunities for them to succeed. Check out this school and get involved when you get here."
7,5,0.8978,1203461,5356540,55,"Great middle school experience for my son. He is excited to go to school everyday, he made friends quickly. The curriculum is great. I especially love the small class sizes and the caring environment. There is no bullying, no fighting, nothing like you see in most middle schools! Such a blessing to have this school!"
7,6,0.8977,4100960,2298106,33,"This is an over all amazing school. Our son has been excited by middle school and loves the teachers, students and classes. everyone is nice and positive it's unlike any other middle school!"
7,7,0.8971,5501498,1447198,59,I couldn't be more please with my daughter's Middle school. This is a great learning environment with approachable leadership and teachers that care about students. Middle school is a tough time for kids but my kid loves her school. It seems like the staff have fun at their jobs and I think that's why the students like this school.
7,8,0.897,5302353,1763166,33,The school is academically challenging and the teachers are well trained and thoughtful about what they teach. The school community is supportive. We have been very pleased with both middle and high school.
7,9,0.8963,802545,1500564,125,"This is a great school. My child enrolled in the 2010-2011 school year and I could not be happier with his experieince. Teachers are caring and professional. The office staff is kind and thoughtful. The administation is all about doing the right thing for kids. The parents and community own this school like its their own. We were a bit scared of middle school when our child reached that age. To our delight, the middle school team has been great in helping the kids through a tough part of life. The let the middle school kids be themselves while still holding them to a high set of moral and academic standards. The elementary team is fantastic. Each teacher is avaialble and engaged in their work."
7,10,0.8942,400208,1565899,58,"We love this school. We have two students attending. Both are high academic achievers, active in music and enjoy art, and all of the other extras middle school has to offer, but most importantly, are enjoying happy, socially healthy, age appropriate middle school years. School staff is top-notch. We feel lucky to have our kids attend this school."
8,1,0.9056,601778,1215531,59,I have two children in the Spanish Language program at this school. One is in 2nd and the other is in Kinder. The teachers are awesome. The parents are completely involved and the teachers are undoubtably the creme of the crop. I am looking forward to the rest of our elementary years at this school. I love it here!
8,2,0.899,603648,4843750,76,This school and it’s staff are an absolute blessing. Our kiddo was in the first year pilot dual immersion Spanish program and flourished beyond our expectations. The amount of Spanish she has retained boggles the mind. The principal at the school is extremely experienced in dual immersion programs and that is very helpful and encouraging for new parents coming in. This is a small school with big heart and a beautiful sense of community. Highly recommend!
8,3,0.8943,200130,1542365,51,I have had two children in this school for five years. They are both fluent and confident in their Spanish. They are both excelling in the English taught curriculum also. I feel welcomed by the principal and teachers. I am very happy we decided to enroll our children in this school.
8,4,0.8936,3200637,974665,33,This school is amazing. I was worried about the Spanish component but my daughter has thrived in this environment. The teachers care so much about the kids and the kids love their school.
8,5,0.8928,4800583,1480734,44,"My child has been attending this school for the past two years as part of the Dual Language program, where the children are taught in both Spanish and English. We have had wonderful teachers and found the school administration to be responsive and helpful."
8,6,0.8916,600864,1272954,37,"My daughter has attended this school since she was in pre-school, now as a second grader her Spanish is phenomenal! I am so happy with the program. The staff from the principal to the custodians are fantastic."
8,7,0.8909,1200724,1019348,31,This school has been awesome for both my kids. The teachers are almost all local and live in the Springs. It's a bilingual school so all kids get half-day in Spanish.
8,8,0.8876,5100115,1353866,38,"This school is great! My child has excelled there so far and is learning a second language. The Immersion of the Spanish language has been very positive for my child, and they have maintained a fun, interesting environment."
8,9,0.8874,603988,3221574,75,I am VERY pleased that my child is quickly gaining fluency in Spanish. We do a lot out of school to compensate for the lack of a rigorous arts and sciences program. BUT -- this is a cool school. Their little brains are bursting at the seems with the dual language acquisition. Teachers from around Orange County send their kids to this school because its language program is so well respected. That speaks for itself.
8,10,0.8867,1301966,1769357,57,"My child is learning Spanish at a young age-I love that! The campus is beautiful and conducive to learning especially with the outdoor activities. The teachers are great!Overall, I am pleased with this school. However, as has been mentioned in other reviews, the administration staff could use improvement. There is a huge lack of communication to parents."
9,1,0.9098,1213775,4016792,12,Absolutely horrible. This is the worst school I have ever come across.
9,2,0.9049,4804210,3981538,8,This school is horrible. The worst school ever
9,3,0.9037,402551,2743218,39,Horrible! Absolutely the worst school I have ever had to deal with! I have 4 children & moved every 2 years & my children have gone to 9 different schools and I can say this school is the worst!
9,4,0.9026,1901431,3590647,13,Worst school I've seen. Teachers are horrible and kids are out of control.
9,5,0.9015,1202215,5642359,11,Horrible school. Kids are bad and don't respect for the teachers.
9,6,0.9011,400362,3308744,15,Horrible! The worst school in my opinion. They care nothing about the students and/or parents.
9,7,0.8999,1702724,1227188,39,Worst school ever! Terrible! Never sending any of my kids there again! Everything was just terrible from the teachers to the principal. My kid almost failed and no one bother to tell me! I am disgusted at this school!
9,8,0.898,615017,2859021,36,I went to this school four 5 years and it is the worst school ever. The teachers are horrible and principle is mean. They pile on home work and they do not care about the students!
9,9,0.8979,4501410,5570942,9,This school is terrible it is the worst school
9,10,0.8974,2903048,5117471,17,This has to be the worst school my kids have attended. Everything about this school is horrible.
10,1,0.8941,604209,1041042,73,"This has been a great school for all our 3 childern, two of which are still there (grades K and 2). The teachers have been so genuine and involved with the kids that it's renewed my faith in public educators and public education in general. We considered Catholic school as I am a product of that system and know it well but our experience here has convinced me that we couldn't do better!"
10,2,0.8901,607840,1167407,157,"We tried this school thinking that a private Catholic school would be good for our child. When most people think of Catholic school they expect a focus on education, spirituality, modesty and good behavior. What we found out was something entirely different. The kids seem to have a lot of fun with all the extracurricular activities and parties but there is very little focus on the basics like math, reading, science and more focus on art. Academic curriculum is not challenging and shows in low ITBS scores. Their idea of teaching good behavior is holding kids back a grade so they are more mature or in some cases belittling the children who misbehave. Staff is unfriendly and snobby unless you happen to be one of the richer parents. The teachers also play favorites to the students of parents who contribute more. Their acceptance practices seem inconsistent often breaking up siblings or putting children in the wrong grade."
10,3,0.8874,2401369,1276860,97,"We came to this school after many disappointing years at a nearby Catholic school. WE were so shocked at how the administration and teachers actually listen to the parents and how every is treated equal and not because you raise a lot of money for the school. The church is so involved with the school and all complaints and concerns are addressed immediately by the staff. I really love the fact that the school is diverse. I would recommend this school to any parents who is looking for a solid, Catholic education with exceptional staff and teachers."
10,4,0.8862,3604915,4924465,90,"As a public school student years back, I was hesitant to send my child to catholic school. It was the best decision I could have made. The teachers are amazing. They go above and beyond regular school hours to keep the parents involved on child’s progress over the year. School itself just a fun warming place to be. Teaching kids how to be a decent human being. Teach kindness and leadership in fun exciting ways. My child loves going to school and I enjoy hearing about her day. Highly recommend."
10,5,0.885,2204159,1481949,70,"This is a great school. The children get a solid Catholic foundation, along with skills to be productive citizens of society. I attended and graduated from this school, and my kids will to. The students turn out to be well rounded, and not snobby or sheltered like the other private schools in the town. As a parent, I could not ask for a better school to provide my child's education."
10,6,0.8843,2902439,1542758,151,"I have been an active parent since 2000, with three graduates who were very prepared for private HS, a and two more who still attend. High standards accompanied with compassionate, supportive, well-educated teachers make this school stand out. They are ever updating methods and enhancing the technology. A strict code of behavior that emphasizes respect of others and kindness. Visit and you will encounter children who are polite, helpful, conscientious, and happy. The teachers know each child's name, regardless of grade level. By far, the element that makes this school an excellent choice is the superior leadership we have with a fantastic principal and pastor who work well as a team, and are very dedicated to the mission of Catholic education: forming children of faith. Daily Mass, prayer throughout the day, monthly service opportunities, band, Bellarmine Speech League, sports, art, history day, ...the list goes on...an outstanding school in every way!"
10,7,0.8842,3604540,1294952,121,"This is the second year for my daughter at St. Jerome, we are very disappointed over all, teacher performance as the ones I have interacted with so far are always on their very expensive phones or iPads, The principal is only decorative, the Religious guidance is Zero, Security wise is as stressful as can be, everyday I just pray for my daughter to be safe when it's time for me to pick her up. I believe that a Catholic School should be a respectful, caring environment for kids to develop a sense of Family, Community, Service, Humility, Respect all that along with parents involved, me and my husband are looking for a new school for our daughter before is too late."
10,8,0.8796,3402707,2858271,34,"My children have been at this school for quite some time. We are extremely satisfied with the Catholic education my children are receiving. New leadership, new teachers, new students, new parents, new uniforms! Refreshing!!"
10,9,0.8783,1802111,5641138,40,This is an excellent school with great academics and an uplifting Catholic environment. There is nothing more important to us than imparting our rich Catholic tradition down to our children. We are blessed to be a part of this community!
10,10,0.8782,5302285,1219680,147,"Our kids have learned to work hard at this school and will be well-prepared for their next level(s). Course work can be similar to public schools, but major differences lie in greater emphases on broader concepts of reading and understanding complex materials, completing regular substantive research reports, meeting deadlines, developing strong communications skills, and respecting authority. As parents, we believe these are real-world issues that matter most. This school is a very good value in that regard, with close-knit parents who have similar beliefs. Downsides include underwhelming playground and infrastructure, lack of bus system, limited classmate pools due to smaller class sizes, and early hours of operation (8am-2:30pm daily and early 1:30pm Wed releases). Otherwise, great school for academics and work ethic in a structured Catholic educational environment with lots of worthwhile functions and events to develop friendships and close relationships with other fellow parents and alumni."
11,1,0.8882,1700438,1584302,35,This school is average school with above average resources. Some of the teachers show racial favoritism. If parents and kids voice opinion they will be met with consequences. Our kid who is bright became unhappy.
11,2,0.879,5101006,403859,116,"I am horrified to read the review which labeled this school and teachers as racists! I am parent of one non-white kid studying there for four year now. My child has done extremely well both academically and socially. Apart from an unruly kid case in 1st grade, there have been 0 instances of bullying or mistreatment. There is a great bit of parent volunteering and involvement. However, it's all free labor and to the benefit of all children. Their children might be benefiting a bit in terms of social comfort level in school, however, I do not believe that they get free ride academically. Both my child and I absolutely love this school and the teachers."
11,3,0.8784,403049,1113645,45,This school is horrible. racism is openly expressed and teachers and the principal do nothing.They even knew a teacher was acting inappropriate with the male students for an entire year before they removed the teacher. I removed both of my children after only one year!
11,4,0.8778,1800300,3674497,60,My experience at this school had its high moments but also very low moments where my child experienced racism and it was just blown over by the so called principal and office staff. If you are black please keep your children out of this school. Save yourself the trouble and enroll them in a school where they will treated equally.
11,5,0.8732,1300500,1422570,32,This school is terrible. My daughter goes to this school. Yes racism is there. Due to crowded rooms teacher can't help the bullying and bad manner children are adopting in this school.
11,6,0.8703,1800489,1356648,45,"I graduated in 2013, This school is not a school to send your children. This school administrations shows racial favoritism. They have no control over the student body. The teachers allow bulling and verbal attacks from the student to both them and the other students."
11,7,0.8698,4501135,5462592,50,"This school appears to be welcoming, organized and student focused. However, there are racial undertones that the leadership ignores. Children are exposed to bullying and direct racism, while the teachers and administrators turn the other cheek. They will acknowledge your concerns, but they’d rather pretend as if racism doesn’t exist."
11,8,0.8651,405409,5086544,186,"I used to be a student at this school, and it was definitely not a pleasant experience. Especially with white families and their children, to elaborate, I used to get viciously bullied for being a minority, I was mocked, and stereotyped for almost all the years I was there. When talking to a teacher about it there was very obvious favouritism, I hold a strong belief that some students at that school will never have corrective action taken against them because they're very close with the principal's family. This school is a majority white, and if your child is a person of color I can honestly recommend not bringing them here, because of how this school takes bullying and racism. Now I can say that this school does a great job at teacher student relationships and I got very close with some staff, but I will never forgive them for letting white kids countinously belittle and bully the students of color. This happened with almost every single student of color I grew up with over the years, not a single anti-discrimination assembly or class was taught."
11,9,0.8644,2603094,1044991,82,"This school is horrible, horrible, horrible. There is not very much diversity. A third of the school are caucasians, and the rest are african americans. The discipline from the teachers is herendous! The classrooms get out of control according to my daugher, and some of the teachers don't know how to handle the students! People get out their I-Pods, and cameras in class and do whatever they feel like. If I were you, I would not send your child to this school."
11,10,0.8618,3703377,1291037,41,"This is the first year my daughter attended this school. They have a high turnover in teachers. However, they provide tutoring for students with school work. The school has no control over racism and would be very uncomfortable for any minority."
12,1,0.8916,5100884,1734375,44,This is a great school for Special needs children.The Principal and staff are great. They are all passionate about their roles in these children's lives. they are very attentive and assist with behavior issues. My son has clearly elevated and he is only 6.
12,2,0.8839,1300434,1463459,56,"This school is not well equipped to address the needs of special needs students. My child WAS a student here and his teacher was did not meet the needs of my kindergartner. The administration was indifferent and did not appropriately address my concerns. If your child has special needs, this school is a NO GO!!! -Parent"
12,3,0.8805,3606472,2299650,43,I have two sons that have come up through this school. The school is excellent in working with special needs kids. The school worked with us to get additional educators (paras) to be in the classroom to help keep our kids on task.
12,4,0.88,1302392,5493685,76,"This is a wonderful school as long as your child is a favorite of the teachers and staff. It's a shame because there is such a need for education for special needs children. I've heard many complaints from the parent's of former students and have dismissed many of those because people complain when they are angry about something. After this last year, I'm sorry to say, I think most of those complaints were probably spot on."
12,5,0.8798,3905713,1268532,72,"This school had the potential of being a good school but it has gone downhill, rapidly. There are a couple of great teachers there but they are far outnumbered by the bad ones. The school is disorganized, dirty, no play area for the kids, and little communication with the staff. If you have a child with special needs, it is almost completely the opposite of what you would want for your child."
