Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
gen|2|1,"[""{\n  \""square entries report far more frequent and severe on‑campus safety, substance, and violent incidents than circle entries\"": \""These reviews recount concrete safety problems (regular fights, bathroom fires, gang threats, stabbings/violent assaults, overdoses), routine on‑campus drug use and vaping, repeated lockdowns and canine locker searches, and aggressive student behavior—incident types and security responses that Circle reviews do not describe (examples: “bathroom fires,” “drug dogs,” “I was threatened to be stabbed,” “many bomb threats”).\"",\n  \""square entries describe substantially richer and more numerous specialized academic and extracurricular programs and measurable college/athletic outcomes than circle entries\"": \""Square reviewers list concrete advanced offerings and outcomes (AP/IB, many AP classes, dual‑enrollment/college credit, career/CTE academies, BOCES/New Vision, scholarship and test‑score metrics) and high‑profile extracurricular wins (award‑winning marching band, regional athletics/theatre recognition), whereas Circle reviews lack comparable program depth, metrics, or elite extracurricular achievements.\"",\n  \""square entries show more documented administrative operational failures, unresponsiveness, punitive behavior, and accountability problems than circle entries\"": \""Square contains many specific procedural and governance failures—lost/incorrect attendance/excuse handling, rude parent communications, administrators who ignore meeting requests or punish complainants, defensive principals, district lawsuits and board blame—patterns of institutional unresponsiveness and punitive discipline not present in Circle (examples: repeated missed parent calls, administrators altering IEP notes, 'administration uses their authority').\"",\n  \""square entries report more pronounced facility, maintenance, and funding/resource allocation problems (and visible mis‑prioritizations) than circle entries\"": \""Square reviewers provide concrete facility and supply failures (rodent/roach infestations, mold, leaking roofs, filthy bathrooms, missing textbooks, overcrowded cafeterias) alongside complaints about budget choices or visible capital spending that appears misallocated (e.g., million‑dollar athletic projects, shiny buildings while basic supplies are missing, Pay‑to‑play fees), issues Circle reviews generally do not raise.\"",\n  \""square entries exhibit greater polarity and variability in staff support, instructional quality, counseling, and special‑education implementation than circle entries\"": \""Square reviews contain strong, concrete examples at both extremes—highly praised, proactive teachers/counselors and measurable student improvement alongside frequent reports of ineffective counselors, abusive or unqualified teachers, heavy substitute use, IEP non‑enforcement, and uneven departmental quality—whereas Circle rarely shows that same breadth of divergent staff performance or special‑education detail.\""\n}""]",,28.533719062805176,19365,1152,1724,,[],['resp_044cfeabf6f654c9006a7256d7eeb4819ea1580203f7acb5a8'],True
gen|3|43,"[""{\n  \""square entries report substantially stronger and more numerous advanced-academic pathways and measurable college-prep outcomes than circle entries\"": \""This bucket groups raw items where square reviews describe formal, high‑level academic structures (AP/IB/Cambridge/STEM tracks, dual‑enrollment, honors/engineering/medical curricula) and name specific elite matriculations or rising standardized metrics (e.g., 'IB magnet', 'Cambridge program', long lists of colleges, 'API jumped...'), whereas circle reviews lack or only briefly note recent/additive course changes or dual‑credit mentions. Examples: square lists AP/IB/Cambridge offerings, Governor's School links, and elite college placements; circle only notes newer AP/dual‑credit additions or general college prep.\"",\n  \n  \""square entries report broader, higher‑profile extracurricular, arts, and athletics programs and community engagement than circle entries\"": \""This groups items where square reviews enumerate many organized extracurriculars (band, orchestra, choir, theater, Beta club, JROTC, extensive sports, boosters, Relay for Life, community partnerships) and strong fine‑arts/athletics traditions or parent/booster involvement, while circle reviews typically mention only one or a few activities. Examples: square describes 'outstanding Music Program', 'abundance of sports and extracurricular activities', community volunteer events and active PTA/boosters; circle mostly references a single program (band/ROTC) or no extracurricular breadth.\"",\n  \n  \""square entries report more frequent and more severe student safety, behavioral, and identity‑harassment incidents than circle entries\"": \""This bucket captures square reports of pervasive bullying, physical fights, weapons/drug incidents, racial and homophobic harassment, sexual harassment, student deaths, and staff ignoring or inadequately addressing these problems, contrasted with circle reviews that do not report comparable levels of violence or targeted identity‑based abuse. Examples: square cites 'incessant bullying', 'students carry weapons', 'drug use in classrooms', explicit racist and homophobic slurs, and staff 'blow off' bullying concerns; circle contains no parallel accounts of violent or identity‑targeted incidents.\"",\n  \n  \""square entries report more administrative and staff governance failures, policy abuse, and professional misconduct than circle entries\"": \""This groups raw terms about leadership and operational malpractice in square reviews—top‑down unresponsiveness, nepotistic hiring, retaliation against parents, grade‑inflation pressure, guidance/counseling failures (mis‑sent transcripts), punitive discipline practices, staff rudeness or absenteeism and high turnover—whereas circle reviews either praise stable leadership or do not allege these governance abuses. Examples: square alleges 'administration ignores feedback', 'parents called into superintendent office for Facebook posts', 'guidance refused to send transcripts', 'teachers chronically absent'; circle lacks or counters these governance complaints.\"",\n  \n  \""square entries describe more extreme or more visible facility, resource, and logistical contrasts (overcrowding, renovations vs deterioration, transportation/traffic, security procedures, supplies) than circle entries\"": \""This bucket groups square items that detail concrete physical‑plant and operational realities—overcrowded 3,000+ enrollment, heating/AC and pest problems, recent major remodels or major athletic capital spending, pick‑up/drop‑off and transportation shortcomings, textbook/substitute shortages, visible security/visitor check‑ins—while circle reviews rarely raise comparable logistical facility detail. Examples: square notes 'old/dark building' or 'just had $8M remodel' and 'pick up drop off needs improvement' and 'no air conditioning', whereas circle generally omits such specific facility/resource logistics.\""\n}""]",,27.06701421737671,19081,960,1715,,[],['resp_0a33e1b268a0cb92006a7256d8a3708191a16ef8b0df74d68d'],True
gen|0|12,"[""{\n  \""Square entries report more frequent severe safety incidents and unchecked student misbehavior than circle entries\"": \""These reviews describe concrete safety failures (sexual assault, frequent physical fights, student suicides, pervasive drug/alcohol use, cyberbullying, trespassing) and staff/office inaction or poor supervision that lets misconduct continue unchecked (e.g., “sexually assaulted… staff did nothing,” “fights almost every day,” “drugs… staff don’t really care,” “multiple suicides”), while Circle reviews contain few or no comparable severe-safety or normalized-misbehavior reports.\"",\n  \""Square entries document substantially more advanced academic pathways and measurable college‑preparation outcomes than circle entries\"": \""Square reviews enumerate formal higher‑level offerings and outcomes (AP/IB courses, STEM/Math/Science Academies, honors, Running Start/dual enrollment, high AP counts and top‑college placements—e.g., “IB and performing arts,” “I took 9 AP classes…,” “links up with SDSU”), whereas Circle reviews rarely mention such structured college‑prep pathways and report limited upper‑level course availability.\"",\n  \""Square entries describe broader, higher‑profile extracurricular, arts, and athletics programs and stronger school spirit than circle entries\"": \""Square reviewers repeatedly name award‑winning music/theater, dominant athletics, many clubs and spirited traditions (band as school identity, state‑award choirs, ‘best athletics in the valley’, many after‑school clubs), while Circle reviews do not emphasize this breadth or high‑profile extracurricular success.\"",\n  \""Square entries report more administrative and operational dysfunction, secrecy, and governance instability than circle entries\"": \""Square reviews document process and governance breakdowns—registration/scheduling errors, curriculum secrecy, cover‑ups, front‑office unresponsiveness, turnover and leadership instability, nepotism/financial-motive allegations (e.g., “curriculum is not available to the public,” “registration was a mess,” “toxic communications via records”), whereas Circle reviews contain little of this pervasive operational/secretive governance critique.\"",\n  \""Square entries report more inequitable discipline, staff favoritism, and inconsistent student supports than circle entries\"": \""Square reviewers allege preferential treatment (athlete/JROTC favoritism, second chances for sports players), uneven enforcement of policies, teacher favoritism and subjective grading, and both breaches and gaps in accommodations and counseling (504/IEP disrespect or, conversely, named strong supports), while Circle reviews lack widespread claims of biased discipline or pronounced inequity across enforcement and supports.\""\n}""]",,28.651647806167603,19026,1280,1856,,[],['resp_019c4ad130de8016006a7256d7a9648191939b064ff88591b4'],True
gen|4|25,"[""{\n  \""square entries report more frequent student-safety incidents, on-campus violence, and substance/gang activity than circle entries\"": \""These reviews describe concrete safety breakdowns at square schools—weekly/quarterly fights, gang activity, students selling/using drugs and vaping in bathrooms, lockdowns, thefts, even pepper‑spray incidents and threats of assault—while circle reviews rarely report comparable violence or substance problems (circle instead references isolated discipline or smoking issues). Examples: 'fights on campus weekly', 'students openly use drugs in the bathrooms', 'many gang fights' vs. circle's lack of comparable accounts.\"",\n  \n  \""square entries document broader and more numerous advanced-academic pathways and measurable college-preparatory outcomes than circle entries\"": \""Square reviews enumerate formal, school‑level college-prep programs (AP breadth, IB, Running Start/dual enrollment, honors, early college, documented AP 5s, National Merit, scholarship/college placement stories) whereas circle reviews rarely cite equivalent program breadth or outcome metrics. Examples: 'wide array of AP classes', 'IB program and Running Start', 'students matriculated to top universities' contrast with circle's absence of comparable postsecondary outcome evidence.\"",\n  \n  \""square entries report more severe facility-maintenance, sanitation, overcrowding, and basic-resource failures than circle entries\"": \""Square reviewers repeatedly cite pests, mold, filthy/restroom failures, broken toilets, no A/C or heat, overcrowded classrooms and lack of desks/lockers, outdated texts/technology, and cut services (nurse, language programs), while circle reviews generally omit such systemic maintenance or extreme overcrowding complaints and sometimes praise renovated facilities. Examples: 'rats, cockroaches, mold', 'bathrooms are filthy', 'classes of 40+ students' vs. circle's clean/renovated campus notes.\"",\n  \n  \""square entries allege more administrative and governance dysfunction—nepotism, fiscal mismanagement, punitive or inconsistent policies, and unresponsive/cover‑up behavior—than circle entries\"": \""Square reviews contain explicit accusations about leadership: nepotism/overpaid administrators, board inexperience, program cuts tied to careless spending, cover‑ups or PR posturing, inconsistent/punitive discipline (suspending victims, collective punishment), and failure to answer parents; circle reviews rarely level such governance or corruption claims and more often describe engaged or improving leadership. Examples: 'intense level of nepotism', 'cut curriculum director', 'covering up... manipulating law enforcement' versus circle's absence of comparable allegations.\"",\n  \n  \""square entries show greater variability and polarization in classroom instruction, student supports, and special‑education implementation than circle entries\"": \""Square reviews include both strong individualized instruction, active AP remediation, responsive counselors and also sharp counter‑claims of incompetent, apathetic teachers, uneven grading, IEP/504 failures, and wide teacher-to-teacher disparities; circle reviews are more uniformly consistent (praising caring staff) and do not show the same degree of coexisting extremes. Examples: 'some teachers are magnificent, others not so much', 'IEP/504 not followed' alongside 'teachers stayed after to help' vs. circle's more consistent staff praise.\""\n}""]",,26.166556119918823,19543,1216,1895,,[],['resp_08f0dd73e5d5c5e5006a7256d97cc881a3bdd5a8a4a38bdab3'],True
gen|3|46,"[""{\n  \""Square entries describe more extensive formal advanced academic programs and measurable college/scholarship outcomes than circle entries\"": \""These reviews name concrete advanced pathways (IB diploma, many AP/Pre‑AP courses, dual/concurrent enrollment, specialized magnets like Medical/Health/Science, JROTC) and cite quantifiable postsecondary results (Ivy/UC acceptances, multi‑million scholarship totals, students entering college with advanced standing), whereas Circle reviews rarely list such programs or specific college/scholarship metrics (examples: Square mentions 'first school in state to introduce IB', 'Concurrent enrollment so students may graduate with an Associates', and 'PHS class received over Seven Million in Scholarships').\"",\n  \""Square entries report more frequent and severe student safety, discipline, and behavioral incidents and security breaches than circle entries\"": \""These entries document concrete misconduct and safety events—regular fights, pervasive drug/vape use, gang presence, weapons/AR‑15 incidents, sexual harassment, suicides linked to bullying, metal detector workarounds, police raids—that impede school functioning; Circle reviews contain few or no parallel incident-level safety claims (examples: Square: 'fist fights... occasional stabbing,' 'major drug problem,' 'metal detectors,' and 'police raided my home').\"",\n  \""Square entries emphasize broader extracurricular, arts, vocational and athletic program breadth and often report athletics‑first resource/favoritism dynamics more than circle entries\"": \""Square reviews enumerate extensive clubs, award‑winning music/theater, vocational labs (metals/machining/welding, CVCC partnerships), and strong athletic facilities/teams while also flagging funding/prioritization toward sports and coach favoritism (examples: 'metals lab with nationally recognized credentials,' 'award winning marching band,' 'sports complex is top notch,' and complaints that 'football is more important than learning' and athletes get special treatment); Circle entries generally lack this level of program breadth or these athletics‑priority allegations.\"",\n  \""Square entries show greater within‑school variability and contradictory reports about teacher effectiveness, special‑education services, and student supports than circle entries\"": \""Many Square reviews within the same school swing from 'great, caring teachers' and individualized teacher rescues to 'worst teachers' who are unprofessional, plus inconsistent SPED/IEP enforcement and mixed tutoring/mentoring availability—producing sharp contradictions; Circle reviews present a more consistent picture about instruction and supports (examples: Square: 'Some teachers are marvelous / others waste students' time,' 'IEP denied,' 'tutoring only in morning and inaccessible').\"",\n  \""Square entries report more concrete administrative, governance and operational policy problems and contested resource allocation than circle entries\"": \""Square reviewers cite specific governance and operational issues—nepotism, leadership churn or rehiring, harsh grading/attendance/residency or gating policies, poor phone/email responsiveness, budget cuts or misallocated spending (astro turf vs teachers), and instances where parents had to litigate to graduate a student—while Circle reviews tend not to list this same range of concrete policy or governance failures (examples: '48 hours to get our children out of the school,' 'harsh grading scale with no transparency,' 'teachers laid off and classes dropped,' 'had to hire an attorney so my son could graduate').\""\n}""]",,27.151025772094727,19435,1216,1935,,[],['resp_09110b2e287e3461006a7256d89b888192805bfb6f1092ec66'],True
gen|1|12,"[""{\n  \""Square entries report more structured advanced academic programming and measurable college‑preparatory outcomes than circle entries\"": \""This bucket captures claims of concrete AP/IB/dual‑enrollment, STEM/CTE/medical tracks, formal certifications, high API/ranking statements, and explicit college placements or scholarships (e.g., “adding an International Baccalaureate,” “many CP/AP classes, Dual Enrollment,” “students graduating with honors and going to VA Tech,” “Blue Ribbon,” “High API”). A review falls here when it details formal accelerated curricula, measurable outcome claims, or district policies supporting AP/IB/dual credit that Circle reviews do not describe.\"",\n  \""Square entries report more frequent and severe student safety, substance, and law‑enforcement incidents than circle entries\"": \""This bucket groups reports of fights, gang/drug activity, vaping/knife/weapons incidents, illegal searches, metal detectors, sexual‑misconduct incidents, police interventions, and calls to close the school (e.g., “Violence, drug abuse, and gang activity are rampant,” illegal classroom search, “teacher sexually touched a student,” metal detectors). A review falls here when it documents concrete safety crises, recurring violent/substance events, or routine law‑enforcement involvement that are absent from Circle reviews.\"",\n  \""Square entries document more concrete administrative mismanagement, favoritism, and recordkeeping or disciplinary inconsistency than circle entries\"": \""This bucket covers accusations of cover‑ups, nepotism, selective enforcement (athletic favoritism), manipulated grades/rankings, transcript/credit errors, arbitrary punishments, and opaque or punitive policies (e.g., “children of coaches get away with anything,” “screwed up my daughter’s transcript,” “admin hides problems,” “invented the grade D‑”). A review belongs here when it details specific administrative practices, biased enforcement, or operational record failures rather than only general critiques of instruction.\"",\n  \""Square entries describe broader, higher‑profile extracurricular, arts, and athletic programs and community prestige than circle entries\"": \""This bucket captures detailed accounts of robust/exemplary extracurriculars, award‑winning arts, varsity athletic success, large‑scale facilities or investments and strong town turnout (e.g., “state award winning choir, band & orchestra,” ‘stadium of a staggering $60 million,’ “football games are a blast,” “theater department compares to none”), contrasted with Circle’s lack of such programmatic claims. A review goes here if it enumerates sustained extracurricular breadth, high‑visibility arts/athletics achievements, or civic prestige.\"",\n  \""Square entries report more explicit failures and contentious handling (and occasionally strong pockets) of counseling, special‑education, and individualized student supports than circle entries\"": \""This bucket includes concrete IEP/SE service problems or successes, counselor incompetence or scheduling breakdowns, poor college‑counseling/records handling, and inconsistent academic guidance (e.g., “disabled student services have all but disappeared,” “counselor didn’t know how to submit transcripts,” “talk to the office about your kid’s I.E.P,” and also isolated praise like effective IEP support). A review is assigned here when it describes tangible Special Education or counseling practices, administrative handling of IEPs/transcripts, or concrete guidance failures/successes that Circle reviews do not report.\""\n}""]",,28.702060222625732,19856,1024,1740,,[],['resp_0b6119fbf18e3e50006a7256d7f57881a3befdca6af63ba726'],True
gen|4|54,"[""{\n  \""square entries report more specialized academic & vocational programs and measurable program outcomes than circle entries\"": \""These entries list concrete curricular depth (AP, Dual Credit, CAS gifted, advanced language offerings, Health Care Academy with CNA/EMT/dental certifications, engineering pipelines, career‑tech certification) and cite outcomes/metrics (band UIL placement, college matriculation) that Circle reviews do not; examples: Square’s descriptions of CAS rigor, dual‑credit/AP access, Health Care Academy certifications, and specific performance placements contrasted with Circle’s mere listing of program categories without outcomes.\"",\n  \""square entries report more extracurricular breadth, organized after‑school supports, and active parent/alumni/community engagement than circle entries\"": \""Square reviews enumerate many structured activities and outreach (large JROTC, theater, debate, multiple sports including no‑cut teams, Relay for Life, Trick‑or‑Treat Street, scheduled tutoring with snacks) and note energetic parental or alumni support, whereas Circle reviews do not detail comparable extracurricular programs or community involvement.\"",\n  \""square entries report more pervasive student misconduct, bullying, language/race‑based exclusion, and attendance/avoidance problems than circle entries\"": \""Square contains repeated accounts of bullying, race- and language‑based exclusion, substance use/off‑campus roaming, students seeking suspension or walking out, overage/disengaged students, and transfers/dropouts, while Circle reviews do not report these systemic safety/behavior patterns.\"",\n  \""square entries report more administrative dysfunction, punitive leadership, and money‑driven governance than circle entries\"": \""Square reviewers describe disorganized counseling/administrative offices, authoritarian or punitive principals and vice‑principals, leadership turnover, complaints that the board prioritizes money over students, and policy grievances (e.g., forced SpringBoard), whereas Circle reviews emphasize supportive, engaged principals and counselors.\"",\n  \""square entries show greater inconsistency in classroom quality, staff behavior, and resource management (favoritism, uneven teacher quality, cleanliness, textbook/billing issues) than circle entries\"": \""Square contains sharp internal contradictions about teachers (both glowing praise and accusations of favoritism/laziness), first‑person staff accounts of pedagogy and special‑education IEP support, plus concrete resource/facility management problems (overcrowding, janitorial neglect, textbook damage charges) and also mentions of recent capital investments — a complex mix of uneven instructional support and tangible resource issues not found in Circle.\""\n}""]",,25.398136854171753,5135,1280,1820,,[],['resp_0683d3983d6922d4006a7256da481c8192a9158451ee59926b'],True
gen|4|52,"[""{\n  \""Square entries describe stronger, well‑documented specialized academic programs, formal tracking, and measurable college/prep outcomes more than circle entries\"": \""These reviews report concrete program offerings and outcomes (IB, many AP/honors classes, dual‑enrollment/college credits, academies, US News/AP metrics, and alumni elite‑college admits) and explicit internal tracking (IB vs Regular, AP/honors stratification); Circle reviews rarely list such programs or hard outcome metrics and instead emphasize general classroom issues (examples: Square cites IB/AP, API/SAT scores, 28 AP credits, while Circle gives no comparable quantitative program/outcome evidence).\"",\n  \""Square entries report more frequent and severe safety, security, and student‑misconduct incidents than circle entries\"": \""Square reviewers enumerate concrete on‑site and near‑campus safety problems (fights, bomb threats, sexual assault, drug ODs, weapons/gang apparel, unlocked entrances, theft) and specific hazardous incidents, whereas Circle reviews generally lack these incident reports and often state safer conditions (examples: Square mentions bomb threats, a broomstick sexual assault, OD in class, and unlocked doors; Circle contains none of these).\"",\n  \""Square entries document more administrative dysfunction, explicit favoritism/punitive financial practices, and named staff governance complaints than circle entries\"": \""Square reviews frequently name administrators, allege transcript/fee withholding, fee enforcement blocking graduation, hostile office staff, governance/board labor disputes, and rapid leadership turnover; Circle reviews seldom make named administrative‑malpractice claims and more often describe cooperative or neutral leadership (examples: Square names personnel, describes transcripts held over unpaid fees, and recurring school board conflicts).\"",\n  \""Square entries emphasize broader, better‑resourced extracurriculars, athletics, arts, facilities and often an athletics‑first budget/prioritization relative to circle entries\"": \""Square reviewers list wide extracurricular breadth (championship sports, ROTC, award‑winning music/theatre, pools, on‑site cafes, new/rebuilt facilities, state titles) and sometimes criticize resources being prioritized to athletics over academics; Circle reviews rarely document comparable facility scale, championship claims, or such a dense extracurricular ecosystem (examples: Square cites state championships, ROTC praise, new stadiums and marching band legacy while Circle notes limited extracurriculars).\"",\n  \""Square entries report more concrete failures (and occasional strengths) in student supports and classroom practice — special‑education/IEP mishandling, counseling shortages or strong counselors, packet‑based or Summit Learning implementation problems, teacher favoritism/collective punishment — than circle entries\"": \""These reviews describe direct, student‑facing operational practices: mishandled IEPs and special‑ed tasks, overworked/unhelpful counselors (and in other cases excellent counselors), disruptive Summit/LMS rollout reducing teacher instruction, excessive packet work, teachers who punish whole classes or show favoritism; Circle reviews generally do not report these specific operational support or classroom‑instruction failures (examples: Square cites ‘Most case managers are USELESS,’ Summit Learning stress, IEP denials, and counselors overloaded).\""\n}""]",,25.448418855667114,19277,1152,1837,,[],['resp_012c32d33b8f998d006a7256da3d088191a94b689b6507966b'],True
gen|1|50,"[""{\n  \""Square entries report more frequent, severe, and organized student safety and disciplinary incidents than circle entries\"": \""These reviews describe concrete safety failures (daily/weekly fights, drug/vaping culture, bomb threats, weapons/lockdowns, organized hate/neo‑Nazi behavior) and often allege administration inaction or failed incident reporting (e.g., on‑site deputy failing to file a report); Circle reviews contain little or no comparable reporting of weapons, lockdowns, pervasive drug use, or organized hate incidents.\"",\n  \""Square entries describe a broader and higher‑tier set of academic and extracurricular programs and measurable student outcomes than circle entries\"": \""Square reviews enumerate many named advanced offerings and achievements (IB, numerous APs, PLTW, dual enrollment, state championships, National Merit finalists, named elite college matriculations) and detailed club/arts/STEM rosters, whereas Circle reviews rarely list such a breadth of specialized programs or measurable institutional recognitions.\"",\n  \""Square entries report more administrative and governance problems—punitive or inconsistent policies, budget/finance allegations, favoritism, secrecy, and personnel instability—than circle entries\"": \""These items call out budget mismanagement and calls for audits, punitive attendance/discipline and legal actions, favoritism toward athletes, fudged suspension/graduation numbers, frequent principal/teacher layoffs or turnover, and opaque responses to complaints; Circle reviews instead emphasize stable, responsive leadership and do not catalog these governance failures.\"",\n  \""Circle entries report more consistent, cooperative teacher/staff support and a family‑like, well‑organized parent/community engagement than square entries\"": \""Circle reviews repeatedly describe cooperative, accessible teachers, engaged counselors, stable staff and a welcoming community (direct email access to teachers, sustained parent involvement), whereas Square reviews more often describe variable teacher quality, staff rudeness, high turnover, or polarized accounts of teacher support.\"",\n  \""Square entries report more concrete facility, operational, and resource problems (overcrowding, maintenance failures, textbook/technology shortages, scheduling/logistics, and fee pressures) than circle entries\"": \""Square reviews give many operational details—overcrowded halls and classes, collapsed ceilings, no soap/TP, broken intercoms, charging for college tests, textbook shortages, long ID/lunch lines, and inconsistent tech rollouts—while Circle reviews rarely catalogue this level of facility/operational dysfunction.\"" \n}""]",,28.776987075805664,19144,1152,1697,,[],['resp_0300775e2b6452ea006a7256d7f0e081a095708e54ecf0f5da'],True
gen|3|8,"[""{\n  \""square entries report richer advanced academic programs and stronger measurable college‑preparation outcomes than circle entries\"": \""This bucket captures claims about formal curricular depth and outcomes — e.g., square reviewers repeatedly name IB/advanced‑track/AP/Honors, dual‑enrollment and CTE pathways, higher test scores and Newsweek/USNews rankings, and concrete college matriculation/credit examples (skip a semester, full scholarships), whereas circle reviews emphasize limited AP/college prep or vocational focus and lack those programmatic/outcome details.\"",\n  \""square entries report more frequent and acute student safety, discipline, and misconduct incidents than circle entries\"": \""This groups descriptions of on‑campus threats and behavioral breakdowns — e.g., square reviewers recount gang/drug busts, bomb/gun threats, repeated fights/assaults, restroom assaults, weapons lockdowns and routine bullying left unaddressed; circle entries tend to omit chronic violence and often describe safer or isolated incidents instead.\"",\n  \""square entries describe broader extracurricular, alumni, and community engagement (arts, sports, boosters, partnerships) than circle entries\"": \""This bucket covers concrete extracurricular breadth and community ties — e.g., square reviews list many clubs, strong band/choir/AFJROTC/arts programs, active boosters, fundraising partnerships and generational alumni pride, while circle reviews seldom enumerate such broad extracurricular networks or external partnerships.\"",\n  \""square entries report greater variability, favoritism, and governance/staff dysfunction (teacher quality swings, nepotism, biased enforcement) than circle entries\"": \""This groups interpersonal and institutional personnel problems — e.g., square reviewers name uneven teacher effectiveness, staff‑orchestrated bullying, favoritism toward athletes/connected families, nepotism, politicized district decisions, and claims of administrative inaction or image‑management; circle reviews typically lack that degree of internal favoritism/structural dysfunction.\"",\n  \""square entries document more detailed facility, operational, and resource‑management issues (infrastructure, scheduling, food, tech distribution/misuse) than circle entries\"": \""This bucket covers physical and operational realities — e.g., square reviewers cite overcrowding, new vs run‑down buildings, construction disruption, lunch quality/pricing, locker thefts, scheduling/site outages, pandemic remote‑learning policy changes, school‑issued laptops and their misuse, and explicit budget/contract/vendor complaints that circle entries do not detail.\""\n}""]",,28.396178007125854,18966,1216,1720,,[],['resp_0086a142617be5bc006a7256d824d481a39aca08044f16c676'],True
gen|0|13,"[""{\n  \""square entries describe a broader and deeper set of specialized academic and extracurricular programs than circle entries\"": \""These reviews emphasize concrete program breadth and named pathways (magnet/STEAM/IB/AP, dual‑enrollment, vocational/technical, extensive arts and club offerings) that circle reviews rarely enumerate; examples include listed STEAM courses, IB and AP tracks, dual enrollment AA pathways, marching band and pilot/magnet programs versus Circle’s sparse program mentions.\"",\n  \""square entries report more frequent and severe student safety and behavior incidents (bullying, fights, drugs, weapons) than circle entries\"": \""Square reviewers repeatedly cite violent or safety‑critical incidents and pervasive misconduct—daily fights, weapons and drug finds, severe bullying, peer religious harassment, and organized bully groups—whereas Circle reviews lack or minimize such incident reports and instead note routine behavioral issues.\"",\n  \""square entries report worse facility, crowding, sanitation, and infrastructure problems than circle entries\"": \""Square reviews document tangible physical problems—overcrowded classes and trailers, collapsing ceilings/asbestos, cockroaches and filthy bathrooms, moldy/poor cafeteria food, overcrowded/dangerous buses and lack of AC—that Circle reviews generally do not report.\"",\n  \""square entries report more administrative instability, favoritism, punitive/exclusionary discipline, and managerial mismanagement than circle entries\"": \""Square accounts describe superintendent/principal turnover, accusations of dishonesty, favoritism toward athletes/affluent families, exclusionary practices or 'cleansing' of students, harsh or inconsistent punishments (suspensions, punitive attendance rules), counseling breakdowns, and alleged fiscal mismanagement (misallocated funds, unpaid contractors), patterns absent or far less frequent in Circle.\"",\n  \""square entries report stronger instructional rigor, measurable college/career outcomes, and advanced-course workloads and metrics than circle entries\"": \""Square reviews more often describe intensive academic expectations, heavy AP/IB workloads, formal advanced‑course metrics and rankings (test scores, US News rankings, elite college matriculation), and explicit college‑prep outcomes (AA via dual enrollment) while Circle tends to lack these concrete rigor/outcome claims or reports poorer college readiness.\""\n}""]",,28.846438884735107,19393,1216,1704,,[],['resp_0347a49560fe6f09006a7256d7b2fc81a09b11ac2c3b221ee3'],True
gen|1|5,"[""{\n  \""Square entries report more frequent, severe student-safety incidents and visible security measures than circle entries\"": \""This bucket captures accounts of pervasive bullying, physical assaults, drug use/dealing, police and SRO involvement, and heavy security (fences, drug dogs, armed guards, strict ID/search policies) in square reviews (e.g., “My daughter was attacked in the bathroom,” “police…because [groups] were about to fight,” “fenced in…drug dogs,” “bullet found in the bathroom”), while circle reviews largely lack comparable violent-incident reports and sometimes describe a well‑disciplined or safe environment.\"",\n  \""Square entries document more administrative unresponsiveness, punitive or arbitrary discipline, favoritism, and governance failures than circle entries\"": \""This bucket groups complaints about leadership behaviors, poor parent communication, staff rudeness, retaliatory/punitive policies, and calls for management overhaul (e.g., “refuse to return voice messages,” “assistant principal should have retired…she will only insult you,” “administration does not enforce rules fairly,” “needs to be gutted of management”), whereas circle reviews more often describe responsive counselors or less severe administrative problems.\"",\n  \""Square entries present broader and deeper advanced-academic offerings and measurable college-credit outcomes than circle entries\"": \""This bucket covers concrete advanced-program availability and outcomes reported in square reviews — AP/IB breadth, dual-enrollment, large AP credit accumulation and selective-college matriculation (e.g., “30+ hours of credit from AP courses,” “IB diploma gave me a full year of credits,” “National Merit scholars…students accepted to Stanford, MIT, Princeton”), while circle reviews generally lack comparable scope or quantified advanced-credit outcomes.\"",\n  \""Square entries emphasize extensive extracurricular breadth and high‑profile athletics/arts (often paired with funding or favoritism concerns) more than circle entries\"": \""This groups statements about many clubs, strong music/theater programs, state championship athletics, scholarship athletes and also complaints that resources/favoritism flow to sports (e.g., “athletics are incredible…15 State Football Championships,” “music and drama are spectacular,” alongside “they spend all their money on extracurricular activities and sports,” “football‑centric culture”), whereas circle reviews rarely list such broad, high‑profile extracurricular success.\"",\n  \""Square entries report more facility, scheduling, and student‑support service variability or failures than circle entries (maintenance, overcrowding, special‑education and counseling problems)\"": \""This bucket captures concrete operational deficits and mixed service outcomes in square reviews — unsanitary/unsafe facilities, overcrowding, chaotic scheduling, ignored IEPs or poor special‑education implementation, counseling access problems, and credit/scheduling breakdowns (e.g., “bathrooms never have soap…dead rat,” “so big and over crowded,” “not reading IEPs,” “transfers of records took over 6 months,” “difficult to get ahold of school counselor”), whereas circle reviews seldom document this same range of facility/service breakdowns.\""\n}""]",,28.874547004699707,19693,1216,1883,,[],['resp_09a266c61d2104a3006a7256d807b08191ae9772af4de42f2f'],True
